, neuron_name,Class 1,Merge Class,is_pdiff,is_usplit,is_LNpre,is_brain,Hemisphere,Pair,Pair ID,Class 2,n_asym_edges
8981761,MB2ON-204 (offPVL09d_right; DPLc) [*DPLc5_r akira] #8981761,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,16445073,784,,18
12474815, (CPf contralateral 2 right) [*CPf_r akira] #12474815,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,20151537,1071,,18
4983938, (Columbus of GPhN left) [*BAmd2_v_l akira] #4983938,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,12336493,119,,18
5591201, (BAmas12_dor Hook right) [*BAmas12_dor_r akira] #5591201,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,13832416,608,,18
20443598, (Tel-like 8 right; CP23 v 8) [*CPbl_r akira] #20443598,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,12195879,530,,18
5893912, (CM13 hook 1 right; CMa 7 to loVP; CM13 lat 7_right) [*CM13_lat_r akira] #5893912,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,10238739,389,,18
2439150, (inner bridge 2 left) [*DPLc_post_lat_l akira] #2439150,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,11851588,14,,18
19950281, (seahorse? right) [*BAla34_r akira] #19950281,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,4324479,78,,18
17166682,MB2ON-187 (down_pvl09_right) [*DPMpl12_r akira] #17166682,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,14133114,621,,18
10248031, (CM13 bilateral 4 left) [*CM13_med_l akira] #10248031,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17380319,391,,18
13634759, (BAla34 hairy ascending right) [*BAla34_r akira] #13634759,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,14756000,658,,18
5794678,MB2ON-39 (ipsigoro right) [*DPMl_ant_ven_r akira] #5794678,O_dVNC,O_dVNC,FALSE,FALSE,FALSE,TRUE,R,3979181,69,,18
14621584, (BAla34 bilateral 3 left) [*BAla34_l akira] #14621584,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17355864,650,,18
17629213, (lasso-top 2 right) [*BAlp_ant_r akira] #17629213,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,17728730,973,,18
4279887,MB2ON-178 (Chong left) [*BLP12_l akira,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,10293348,77,,18
5734134, (BAmd1 bilateral right) [*BAmd1_r akira] #5734134,Unk,Unk,FALSE,TRUE,TRUE,TRUE,R,15541971,692,,18
16950115,MB2ON-140 (DP: DALcm12 v p 24_left) [*DALcm12-v_l akira] #16950115,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,6609380,860,,18
12293334, (inner bridge 1 left) [*DPLc_post_lat_l akira] #12293334,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,13405613,538,,18
8696919, (DPlal crinkled 1 right; DPLal 2 1 neuron 8696920) [*DPlal1-3_lat_r akira] #8696919,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,5671303,140,,18
12551020,MB2ON-207 (DALv1_PB3_left) [*DALv1_l akira] #12551020,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,14756061,568,,17
9747418, (PPLV - 2 Left (maybe PVL014c)) [*BLP34_l akira,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,4127707,362,,17
15612283,MB2ON-113 (BK: DALcl12 v d 19_left) [*DALcl12-v_l akira] #15612283,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,15736398,710,,17
16838915, (BLP claw 3 left) [*BLP12_l akira,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,8544824,836,,17
12598741,MB2IN-211,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,15706875,571,,17
10842047, (CPa medial bilateral 1 left; SLS?_left) [*CPa_l akira] #10842047,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,14914182,441,,17
13564607,MB2ON-37 (DPMm1_1_right - ipsi cross-layer CC) [*DPMm1_r akira] #13564607,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,10581624,417,,17
5996485,MB2IN-64 (DPMpl lat 2 loSM) [*DPMpl12_r akira] #5996485,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,7130033,207,,17
13948718, (DAMv12 Mandible 2 right) [*DAMv12_lat_r akira] #13948718,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,3945136,58,,17
16045758, (BLP12 claw 2 left) [*BLP12_l akira] #16045758,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,10684539,740,,17
15632282,MB2IN-163 (DPLl bilateral 1 left) [*DPLl_l akira] #15632282,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,16884085,713,,17
16985194,MB2ON-228 (ASB TODO No Soma; Gap Crossing Attempt; left) [*BLVp2_l akira] #16985194,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,15068806,871,,17
5679304,FFN-34,FFN,FFN,FALSE,FALSE,FALSE,TRUE,L,8689148,143,,17
17000062,MB2ON-256 (pacman? left) [*DAMd23_l akira] #17000062,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17755491,873,,17
10945795, (BLVp12 descending right) [*BLVp2_r akira] #10945795,O_dVNC,O_dVNC,FALSE,FALSE,FALSE,TRUE,R,15588711,703,,17
10893103, (Ipsiphone L) [*BLAv12_ant_l akira] #10893103,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,9720614,449,,17
16753901,MB2ON-234 (potential MB2ON-234 16753902 left) [*CM4-dm_l akira] #16753901,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,12935696,832,,17
15525794, (DALcl contralateral 2 left; DALcl r vv 2 left) [*DALcl12-v_l akira] #15525794,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,9069084,690,,17
15588389, (ASB B1 right 9 ) [*DPlal1-3_lat_r akira] #15588389,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,18566501,1041,,17
19989037, (BAla12 big axon right) [*BAla12_r akira] #19989037,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,12390459,554,,17
11003707, (DL-LH_cand6_sibling left; BLVa12 a 7) [*BLVa12_l akira] #11003707,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17525174,461,,17
16950121,MB2ON-141 (WF; DALcm12 v p 13_left) [*DALcm12-v_l akira] #16950121,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,4849988,861,,17
17306107, (CM4 contralateral 2 left) [*CM4-vm_l akira] #17306107,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,6111289,915,,17
8838927,FFN-32,FFN,FFN,FALSE,FALSE,FALSE,TRUE,L,17107661,299,,17
12866697,MB2ON-92 (CC ; DPLm post 1_left) [*DPLc5_l akira,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,11465297,584,,17
13046847,MB2IN-136,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,17165286,895,,17
5476653,MB2IN-149 (BAmas d 1 neuron right) [*BAmas12_dor_r akira] #5476653,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,13854190,612,,17
13722516, (BLAv12 2 right) [*BLAv12_ant_r akira] #13722516,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,16141217,749,,17
8877971, (picky 2 left) [*BAla12_l akira] #8877971,pLN,pLN,FALSE,FALSE,FALSE,TRUE,L,3806573,303,,17
18058793, (UNK contralateral descending left) [unknown lineage] #18058793,O_dVNC,O_dVNC,FALSE,FALSE,FALSE,TRUE,L,14588375,1019,,17
14539753,MB2IN-213,O_dSEZ,O_dSEZ,FALSE,FALSE,FALSE,TRUE,L,12962772,643,,17
16742642, (DPLam hook left) [*DPLam_l akira] #16742642,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,8546775,831,,17
11656349, (MBE29a? left) [*BAmas12_ven_l akira] #11656349,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,16297403,503,,17
4493199,13a PN (13a PN left) [*BAmv3_l akira] #4493199,uPN,uPN,FALSE,FALSE,FALSE,TRUE,L,8244823,100,,17
14999928, (LAL bilateral coordination left) [*CM4-vm_l akira] #14999928,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,4591713,666,,17
12281339, (Another bilateral axon_35a left) [ni-neurons MB_l akira] #12281339,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,9585013,537,,17
4433197, (DALcl12 v d 3 L) [*DALcl12-v_l akira] #4433197,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,15668497,97,,17
17755491,MB2ON-256 (pacman right) [*DAMd23_r akira] #17755491,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,17000062,873,,17
16386470,MB2IN-198,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17013169,765,,17
12195879, (Tel-like 8 left) [*CPbl_l akira] #12195879,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,20443598,530,,17
8262372,KC (LON KC left) [Lineage MBNB C left] #8262372,KC,KC-3claw,FALSE,FALSE,FALSE,TRUE,L,8068173,267,3claw,17
2504517, (CM13 horseshoe 2 right) [*CM13_med_r akira] #2504517,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,10317031,394,,17
8798010,MBON-h2 (MBE13b left) [*DALv23_l akira] #8798010,MBON,MBON,FALSE,TRUE,FALSE,TRUE,L,4230749,292,,17
12121795, (BAlc_post I left) [*BAlc post_l akira] #12121795,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,11788830,528,,17
16494105, (AF9: brush left) [*DPLp_l akira] #16494105,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,4108720,795,,17
8270683, (nc2;right) [*BLAd-OL_r akira] #8270683,vPN,vPN,FALSE,FALSE,FALSE,TRUE,R,8340950,273,,17
4379603, (DPLl i 2(BLDa b 2 pep) left) [*DPLp_l akira] #4379603,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,8307514,82,,17
9072560, (ni contralateral 2 right) [ni-neurons MB_r akira] #9072560,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,16444754,782,,17
7338309, (DPMpl12 Brain into SEZ left) [*DPMpl12_l akira] #7338309,O_dSEZ,O_dSEZ,FALSE,FALSE,FALSE,TRUE,L,17352470,214,,17
11934107, (I1 left (ipsilat PN to bilateral LH)) [*BAlc post_l akira] #11934107,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,3844961,524,,17
8293958,PN (Suckerfish PN left) [*BAmv3_l akira] #8293958,tPN,tPN,FALSE,FALSE,FALSE,TRUE,L,3869488,270,,17
4215611, (DPMl Sloppy right) [*DPMl_ant_dor_r akira] #4215611,O_dSEZ,O_dSEZ,FALSE,FALSE,FALSE,TRUE,R,17321919,917,,17
7388340, (BLAl_l-X left) [*BLAl_l akira] #7388340,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,15606239,215,,17
16442113,FFN-3,FFN,FFN,FALSE,FALSE,FALSE,TRUE,L,3814175,779,,17
9806510, (BLA brancher right; Nest to telegoro) [*BLAl_r akira] #9806510,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,19880680,1064,,17
16356967,Tel10 (Tel-like 10 left) [*CPbl_l akira] #16356967,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,10319019,760,,17
16348875,MB2ON-246 (SLT_left) [*DALv1_l akira] #16348875,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,15601640,759,,17
9061235,MB2ON-60 (BO ; BAmd2 ven desc 7_left) [*BAmd2_v_l akira] #9061235,O_dSEZ,O_dSEZ,FALSE,TRUE,TRUE,TRUE,L,13836327,313,,17
4876704,Unknown PN 1 (PN in Olfactory Bundle 1 right) [*BAmv3_r akira] #4876704,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,7092086,204,,17
4847079, (DALcm12 v p 25) [*DALcm12-v_r akira] #4847079,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,16950097,859,,17
4812481, (double-hook BAmv1/2 right) [*BAmv12_ven_r akira] #4812481,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,16545101,800,,17
16100461,CN-39,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,8711574,748,,17
8995807, (BAla34 ascending 4 right) [*BAla34_r akira] #8995807,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,16435325,777,,17
6188181,MB2ON-192 (DALcl12 vv 3 (BV ; RIGHT DALcl12 r vv 7) right) [*DALcl12-v_r akira] #6188181,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,17110007,889,,17
16637377, (plume left; Left Bridge IV ????) [*DPLl_l akira] #16637377,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,7962986,822,,17
15404207,MBIN-l1 (MBE19 right) [unknown lineage] #15404207,MBIN,MBIN,FALSE,FALSE,FALSE,TRUE,R,4381129,83,,17
10237401, (CM13 splitter left) [*CM13_med_l akira] #10237401,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,5858788,388,,17
17884299,Gustatory PN 1 (Gustatory PN right) [*BAlc post_r akira] #17884299,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,11333054,495,,17
17813499, (DALcl12 vv 11 right) [*DALcl12-v_l akira] #17813499,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,10785260,1008,,17
19298644, (CM4 cen ant 1 left) [*CM4-vm_l akira] #19298644,O_dVNC,O_dVNC,FALSE,FALSE,FALSE,TRUE,L,17537254,1058,,17
12299647, (SLV_left) [*DPLc5_l akira,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,11624548,540,,17
20443420,Tel5 (Tel-like 5 right) [*BLP34_r akira] #20443420,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,5750884,159,,16
3729504,MB2IN-207 (Munin Output right - unfinished) [*DAMv12_lat_r akira] #3729504,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,3945394,62,,16
19395500, (Downstream Downstream A00c left) [*DPlal1-3_med_l akira] #19395500,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,8559525,1060,,16
20536322, (DPLc PDL_right) [*DPLc_post_lat_r akira] #20536322,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,9436520,343,,16
19361427, (DALd descenidng 3 left; LAL output neuorn_l 2?; DALd_l 5) [*DALd_l akira] #19361427,O_dVNC,O_dVNC,FALSE,FALSE,FALSE,TRUE,L,16950354,1059,,16
3486381,42a PN (42a PN left) [*BAmv3_l akira] #3486381,uPN,uPN,FALSE,FALSE,FALSE,TRUE,L,8244723,37,,16
10710503, (CM4 do pos 3 left) [*CM4-dm_l akira] #10710503,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,18142558,426,,16
19298625,MB2ON-200 (Downstream of mPN iACT A1 18067335 left) [*CM4-vm_l akira] #19298625,O_dVNC,O_dVNC,FALSE,FALSE,FALSE,TRUE,L,16154290,1057,,16
10473853, (DPMpl12 Hook 1 left) [*DPMpl12_l akira] #10473853,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,16355225,408,,16
3166836, (BLVa ascending 1 right; DL-LH_cand3_no) [*BLVa34_r akira] #3166836,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,15063529,670,,16
19857573,FFN-11,FFN,FFN,FALSE,FALSE,FALSE,TRUE,R,12356747,545,,16
9767705, (CPf small bilateral right) [*CPf_r akira] #9767705,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,8864778,300,,16
8912726,MB2ON-116 (BK1;DALcl12 v d 20_right) [*DALcl12-v_r akira] #8912726,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,15524629,688,,16
3844961, (l1 right; (old) I of GPhN right (ipsilateral PN to bilateral LH)) [*BAlc post_r akira] #3844961,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,11934107,524,,16
8509534,MB2IN-212,mPN,mPN-multi,FALSE,FALSE,FALSE,TRUE,L,16515871,282,multi,16
8423405,CN-24,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,11137808,280,,16
14162492, (DPLam neuron left) [*DPLam_l akira] #14162492,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,2854715,623,,16
14133114,MB2ON-187 (down_pvl09_left) [*DPMpl12_l akira] #14133114,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17166682,621,,16
16709072, (BAmd1 contralateral 1 right) [*BAmd1_r akira] #16709072,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,9714476,360,,16
6061068, (AF1 right) [*DPLc_post_lat_r akira] #6061068,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,9408003,336,,16
8469124,MB2IN-144,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,8582134,284,,16
6011278, (DPLm1 contralateral 1 left) [*DPLm1_l akira] #6011278,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,9288827,177,,16
16782830,MBON-b2 (MBE11b left) [*BLVa34_l akira] #16782830,MBON,MBON,FALSE,FALSE,FALSE,TRUE,L,9469519,833,,16
16856369, (DALv23 LAL crinkled left; DALv23 L LAL #6 counterpart) [*DALv23_l akira] #16856369,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,16561429,846,,16
8412625, (Basal Tel-like 1 right) [*BLAv12_ant_r akira] #8412625,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,11291653,492,,16
5963873,MB2IN-129,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,4101621,176,,16
5934511,FB-32,FBN,FBN,FALSE,FALSE,FALSE,TRUE,R,9064208,315,,16
16935790, (CM4 contralateral 1 left; BZ ; CM4 dor pos 2 left) [*CM4-dm_l akira] #16935790,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,11359482,855,,16
5900426, (DALd midloop 1 right; DALd_r 13) [*DALd_r akira] #5900426,O_dVNC,O_dVNC,FALSE,FALSE,FALSE,TRUE,R,16952648,864,,16
16947349,MB2ON-203 (DALv23 LAL 4 right) [*DALv23_r akira] #16947349,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,9154024,321,,16
18570360, (DAMd1 bilateral right) [*DAMd1_r akira] #18570360,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,16554856,810,,16
5754346,_telegoro-1 (telegoro-1L) [*BLVp1_l akira] #5754346,O_dVNC,O_dVNC,FALSE,FALSE,FALSE,TRUE,L,3764792,160,,16
8709865, (BLAv12_ant descending 1 right) [*BLAv12_ant_r akira] #8709865,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,16931001,853,,16
6250655, (BAlc post ascending 2 right) [*BAlc post_r akira] #6250655,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,12452356,560,,16
16547281, (Lure-2 left) [*BAmv12_dor_l akira] #16547281,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,13722900,806,,16
5680013, (CPf descending 1 left) [*CPf_l akira] #5680013,O_dSEZ,O_dSEZ,FALSE,FALSE,FALSE,TRUE,L,17658978,144,,16
7587948, (down pOLP right) [*CPf_r akira] #7587948,O_dVNC,O_dVNC,FALSE,FALSE,FALSE,TRUE,R,8047280,250,,16
15589591, (BAlp4 ascending 3 right) [*BAlp4_r akira] #15589591,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,16422744,769,,16
15934458, (BAlp descending 2 right) [*BAlp_ant_r akira] #15934458,O_dSEZ,O_dSEZ,FALSE,FALSE,FALSE,TRUE,R,17809869,1006,,16
7982324, (CPf descending 2 right) [*CPf_r akira] #7982324,O_dSEZ,O_dSEZ,FALSE,FALSE,FALSE,TRUE,R,5684940,146,,16
2846555, (BLP34 lateral right) [*BLP34_r akira] #2846555,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,5755261,161,,16
16176721, (BLVp1 hook 2 right) [*BLVp1_r akira] #16176721,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,15586914,699,,16
15421363,MBON-j1 (MBE2a left) [*DAMd1_l akira] #15421363,MBON,MBON,FALSE,FALSE,FALSE,TRUE,L,3299214,676,,16
16327998, (DALv3 ring2_left (LAL neuron)) [*DALv3_l akira] #16327998,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17173852,755,,16
16335254,MB2IN-160 (DALcm_r; DALcm12 m lat 2) [*DALcm12-m_r akira] #16335254,Unk,Unk,FALSE,TRUE,TRUE,TRUE,R,15517247,685,,16
15023806, (UNK crinkled 2 left) [unknown lineage] #15023806,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,9845997,667,,16
14570370, (BAla34 bilateral 1 left) [*BAla34_l akira] #14570370,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,13724377,646,,16
16433696, (BLAl_I-X 2 left) [*BLAl_l akira] #16433696,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,19132527,774,,16
16444548, (crab-1 left) [*DPLc5_l akira,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,7807684,780,,16
7187384,KC (Thermo KC B_left - mbi2 - unknown) [Lineage MBNB C left] #7187384,KC,KC-4claw,FALSE,FALSE,FALSE,TRUE,L,3664102,209,4claw,16
8318813,MB2ON-34 (DALcl12 v d 5 right) [*DALcl12-v_r akira] #8318813,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,11908619,523,,16
16484888,MB2ON-206 (SKY_right) [*DPLc5_r akira,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,11389855,497,,16
7107433,45b PN (45b PN left) [*BAmv3_l akira] #7107433,uPN,uPN,FALSE,FALSE,FALSE,TRUE,L,8253413,206,,16
7092086,Unknown PN 1 (PN in Olfactory Bundle 1 left) [*BAmv3_l akira] #7092086,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,4876704,204,,16
16540741, (CPf contralateral 1 right) [*CPf_r akira] #16540741,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,10447988,405,,16
17083341,MB2ON-73 (CM13 med right) [*CM13_med_r akira] #17083341,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,17813457,1007,,16
5855343, (CM13 tall ipsilateral right) [*CM13_lat_r akira] #5855343,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,5689639,148,,16
2797480,MB2ON-205 (DPLc_post_med descending left) [*DPLc_post_med_l akira] #2797480,Unk,Unk,FALSE,TRUE,TRUE,TRUE,L,13713529,20,,16
12425856,MB2IN-166 (Projection neuron LH) [*BAlp_ant_l akira] #12425856,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,13173311,559,,16
4664256,MB2IN-167 (PL: Pair 1_down pvl09_left) [*BLVa34_l akira] #4664256,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17326218,109,,16
9057998,MB2ON-86 (S ; Convergence Sibling AB Left; DALcm12 L m ant lat 2_left) [*DALcm12-m_l akira] #9057998,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,14214039,312,,16
4607160, (PDL005-like left) [*DPLm1_l akira] #4607160,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,9287199,105,,16
17437725,MB2IN-210,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,10427055,404,,16
17448356, (BAla34 ven 1 d left) [*BAla34_l akira] #17448356,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,13675374,959,,16
9384504, (CM4 l MEF comm; CM4 dor ant 9 to LAL left) [*CM4-dm_l akira] #9384504,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,5935744,335,,16
11361875,FFN-27,FFN,FFN,FALSE,FALSE,FALSE,TRUE,R,14493841,640,,16
17484564, (DPMl_ant_dor tall left) [*DPMl_ant_dor_l akira] #17484564,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,17335266,962,,16
4414163,DAN-j1 (MBE1d left) [*DALcm12-m_l akira] #4414163,MBIN,MBIN-DAN,FALSE,FALSE,FALSE,TRUE,L,4414184,95,DAN,16
17844900, (Giant-step left) [unknown lineage] #17844900,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,18598859,1010,,16
4408362,MB2ON-80 (NH; BAmd2_left -axon incomplete) [*BAmd2_d_l akira] #4408362,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,4721087,90,,16
4103336,FB2IN-7,FB2N,FB2N,FALSE,FALSE,FALSE,TRUE,R,12398622,555,,16
17658884, (CPb pointer 2 right; CP23 d 12) [*CPbl_r akira] #17658884,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,9983417,376,,16
11714576, (Weird PN to LH Right) [*BAlc post_r akira] #11714576,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,7168356,208,,16
17728781, (BAlp4 ascending 5 left) [*BAlp4_l akira] #17728781,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,13644685,974,,16
12398622,FB2IN-7,FB2N,FB2N,FALSE,FALSE,FALSE,TRUE,L,4103336,555,,16
4227880,MB2ON-68 (EV_right ) [*CM13_med_r akira] #4227880,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,17177419,905,,16
8812078, (MIXED crinkled right; BLAd ant med 2 meets Larderet neuron 8812079) [*BLAd-vm_r akira] #8812078,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,9971209,375,,16
18058644, (BLP34 bilateral 3 left) [*BLP34_l akira] #18058644,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,8939384,1018,,16
9481869, (DALl1 11 left) [unknown lineage] #9481869,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,14762026,347,,16
13173311,MB2IN-166 (neuron 13173312) [*BAlp_ant_r akira] #13173311,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,12425856,559,,16
18425189, (CPb pointer 1 right; CP23 d 11 - TO FOLLOW AT GAP) [*CPb_r akira] #18425189,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,11687072,504,,16
12839441,CN-32,Unk,Unk,FALSE,TRUE,TRUE,TRUE,L,17125520,582,,16
17247877, (neu1_right) [unknown lineage] #17247877,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,9429085,342,,16
8809171, (lasso-top 3 left) [*BAlp_ant_l akira] #8809171,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,18187865,296,,16
5516552,FB-26,FBN,FBN,FALSE,FALSE,FALSE,TRUE,R,7540581,220,,16
12948470,Thermo PN 1 (PVL005 1 left) [*BLVa34_l akira] #12948470,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,9275210,591,,16
12990900, (UNK ipsilateral 1 right; DPLc ant med 2 right) [*DPMl34_post_r akira] #12990900,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,11079069,476,,16
17176866,FFN-12,FFN,FFN,FALSE,FALSE,FALSE,TRUE,L,17176882,901,,16
9421292, (Ashley Left **forced AXON connection at gap**) [*BLP12_l akira,Unk,Unk,FALSE,FALSE,FALSE,TRUE,L,5507096,338,,15
4180774,FB-39,FBN,FBN,FALSE,FALSE,FALSE,TRUE,R,16427492,771,,15
8111135,Vision PN 1 (nc1;left) [*BLAd-OL_l akira] #8111135,vPN,vPN,FALSE,FALSE,FALSE,TRUE,L,7555968,255,,15
7616956,OAN-e1 (MBE9a right) [*CPc_r akira] #7616956,MBIN,MBIN-OAN,FALSE,TRUE,FALSE,TRUE,R,7983899,245,OAN,15
8254894,Unknown PN 2 (PN in Olfactory Bundle 2 right) [*BAmv3_r akira] #8254894,Unk,Unk,FALSE,FALSE,FALSE,TRUE,R,8012953,246,,15
7852250,45a PN (45a PN left) [*BAmv3_l akira] #7852250,uPN,uPN,FALSE,FALSE,FALSE,TRUE,L,8247451,230,,15
8140109,74a PN (74a PN right) [*BAmv3_r akira] #8140109,uPN,uPN,FALSE,FALSE,FALSE,TRUE,R,7843730,227,,15
