,0-1-0-0-0-0-1-1,0-1-1-0-0---,0-1-1-1-1---,0-1-1-0-1---,0-0-0-0-1-0-0-1,0-1-0-0-1-0-1-1,0-0-1-1-0-0-0-0,0-1-0-1-0-1-0-0,0-1-0-1-1-0-1-,0-0-0-0-0-1-1-0,0-0-1-1-0-0-0-1,0-0-0-0-1-0-1-,0-0-0-0-0-0-0-0,0-0-1-1-0-1-0-1,0-0-0-0-0-0-1-1,0-0-0-1-0-1-0-1,0-1-0-0-0-0-1-0,0-1-0-1-1-1--,0-0-0-0-1-0-0-0,0-0-1-1-0-1-1-0,0-1-0-1-0-0-1-0,0-0-0-0-1-1-0-1,0-1-0-1-0-0-0-1,0-1-0-0-1-0-0-1,0-1-0-1-0-0-1-1,0-0-0-1-0-0-1-,0-0-0-1-0-0-0-0,0-1-0-0-0-1-0-0,0-1-0-0-0-1-0-1,0-0-0-0-0-1-0-1,0-0-0-0-0-1-0-0,0-0-1-0-0-0-1-1,0-1-0-1-0-1-0-1,0-0-1-1-0-1-0-0,0-0-0-0-1-1-0-0,0-1-0-1-0-1-1-,0-1-0-0-1-1-0-1,0-0-1-0-0-1--,0-1-0-1-0-0-0-0,0-0-0-1-0-1-0-0,0-1-1-1-0-1-1-0,0-0-0-1-1-0-0-,0-0-1-0-1-0-1-1,0-0-1-0-1-1-1-0,0-0-1-0-1-0-1-0,0-0-1-1-1-0-1-0,0-0-1-0-1-1-0-0,0-0-1-0-0-0-0-1,0-0-0-0-1-1-1-1,0-0-1-1-1-1-1-1,0-0-1-0-1-0-0-0,0-0-0-0-0-1-1-1,0-1-1-1-0-1-0-,0-0-0-1-1-1--,0-0-0-1-1-0-1-1,0-0-1-1-0-0-1-1,0-1-0-0-1-0-1-0,0-1-0-0-1-0-0-0,0-1-0-1-1-0-0-,0-1-0-0-0-0-0-,0-1-0-0-1-1-0-0,0-0-0-0-0-0-1-0,0-1-0-0-1-1-1-1,0-0-1-1-1-0-0-0,0-0-1-0-0-0-0-0,0-1-0-0-1-1-1-0,0-0-0-1-0-0-0-1,0-0-1-0-0-0-1-0,0-0-1-1-1-0-1-1,0-0-1-1-1-0-0-1,0-0-0-1-0-1-1-,0-0-0-0-0-0-0-1,0-0-1-1-1-1-0-1,0-0-1-0-1-1-0-1,0-0-1-1-1-1-1-0,0-0-1-1-0-1-1-1,0-0-0-0-1-1-1-0,0-0-1-1-0-0-1-0,0-1-1-1-0-0-0-1,0-1-1-1-0-0-1-,0-1-0-0-0-1-1-,0-0-1-0-1-1-1-1,0-1-1-1-0-0-0-0,0-0-1-1-1-1-0-0,0-0-1-0-1-0-0-1,0-1-1-1-0-1-1-1,0-0-0-1-1-0-1-0
0-0-1-1-0-0-0-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2361764119951193e-29,2.3517262871819952e-24,6.6248733543474e-48,2.2911941077791435e-33,1.0684708313923687e-35,2.0915895808019943e-88,1.122780846761651e-52,4.41828372822709e-12,5.622479211456364e-12,3.6333217305147406e-42,3.1063808313547825e-67,1.9786513769427838e-112,3.894692350074195e-110,4.938753166357929e-52,8.805274107862608e-64,3.3738115665022225e-71,5.419914230604016e-141,5.707918489602035e-172,9.492752009759873e-23,9.2254487730422e-53,2.018750548890033e-35,1.976954950845479e-97,1.393142726693875e-13,4.014280664284869e-56,7.099030562123348e-64,2.9146586094711347e-92,1.1789073965867757e-33,9.042641444475966e-52,3.1654051296807077e-66,9.788747267294284e-50,3.1210957913175225e-73,2.057256027794315e-22,6.473718711823576e-15,8.287420040361517e-25,1.6721222418745135e-07,1.5423361912038976e-52,1.9192281174960883e-38,5.792046013450997e-61,6.244520396086484e-34,1.4533797019208016e-38,7.822582179964056e-61,1.88786528153902e-16,2.2852153401681732e-126,1.4792033348054103e-160,3.175203447124541e-08,1.001338084137539e-63,4.7314481916744016e-129,5.031214091768978e-80,4.665261723865647e-105,2.3521012810820475e-122,1.38600173200812e-50,1.1548789788627292e-104,1.0665123357744313e-74,6.246487044471651e-46,7.477637905644988e-179,1.4956339115218245e-72,2.8856547075801606e-12,2.029860695751378e-34,7.3687672108742e-12,6.811256107988748e-75,6.1198653432614516e-30,5.902993745252175e-10,9.101190533668518e-70,5.5345832835367116e-39,1.6727230368104485e-73,2.5403039181169586e-73,1.928760854484183e-07,4.953988982880441e-41,2.428484833645377e-66,2.917862152295058e-31,2.0929513027543807e-41,3.5825503866918818e-84,6.991564033453879e-12,6.20247501013596e-71,2.0719968010371365e-21,1.1943995653898416e-132
0-0-0-0-1-0-1-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6057334078501813e-20,6.343259605698403e-31,2.843948702454615e-36,3.046264447817255e-42,1.409729191399746e-88,5.1115720230239005e-49,7.270147941390686e-18,2.6471807804020662e-08,2.379508107572259e-37,3.0918674593651785e-49,8.301081226616539e-101,4.318660648821596e-98,5.114644342149772e-53,3.5715692682715586e-60,2.0902053463003826e-70,2.853413618742741e-133,4.150220964399545e-167,1.2019463209674413e-33,8.752768922507723e-59,2.887960431428568e-36,2.2489074283547545e-92,7.022920061407468e-10,1.2278575553461543e-33,1.7426353155145357e-69,8.760022411166349e-84,1.9277481204172253e-61,1.4836144295753995e-54,5.848676880859486e-69,2.0988947434074392e-44,3.673740420608387e-68,1.0243986487770232e-18,1.932157114270826e-17,6.201234961326917e-32,2.874274027851445e-21,6.730358360458663e-41,1.1418703276767554e-22,1.8079650299771073e-52,2.411613521480218e-47,6.179295982936195e-55,7.460574738527958e-55,5.100838476120765e-19,1.0305944437664505e-117,8.616329544752293e-155,2.0873249806892862e-16,1.8128878617166385e-68,4.734947563348662e-120,2.1698883713585212e-66,2.420441172515153e-107,9.25519600626784e-112,8.853775122479424e-51,3.3921276841671e-92,1.3606146359490788e-55,1.79090118587115e-27,3.1809620547523815e-175,2.8008681219230395e-86,2.2601633680754895e-25,8.880956937334788e-23,4.147069359873577e-09,6.066776387506327e-76,1.458597884106898e-28,1.0028558020732236e-11,4.550151789198564e-64,2.3041947751653457e-33,2.0447219954548886e-52,8.731937835780849e-57,1.757371171552586e-28,3.7147730274803608e-34,6.559917580521393e-55,1.848854658820019e-35,2.5727431895509995e-37,6.920297857038739e-71,7.503394435184281e-10,5.5488865397134164e-67,3.653605479593566e-16,2.5407664591087023e-125
0-0-0-0-0-0-0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2249323210187225e-20,3.881777071482643e-09,1.0877491298136522e-11,9.827344170575076e-25,1.9083170472785726e-05,9.789752377699962e-26,9.46492621387517e-21,1.6834871548527508e-10,2.4864171455938894e-06,6.012292321006154e-38,1.29654000842805e-35,4.880223774306387e-10,1.7164536766326834e-09,9.089929008605505e-13,6.543410518894476e-60,6.743496274891687e-88,2.9149814171598626e-13,1.924765922127039e-12,7.582431760403866e-23,4.6363587120939564e-30,1.1182074751791697e-21,6.518063467816002e-08,2.4777599840676634e-14,1.6031518139466393e-17,1.7233664854666556e-32,3.3121789667139225e-32,4.701530627251565e-16,8.966131526631589e-17,5.6714519284624845e-14,3.168136748664051e-15,3.0798986774653702e-15,3.469067198633394e-11,1.1082674718595769e-21,8.139457851383311e-21,2.4787135968052987e-20,0.0005298820599081557,2.537369085870668e-23,3.9184418941964327e-16,4.515528524133329e-09,1.423643938540882e-09,3.2573933721301344e-51,5.677672334758784e-80,1.0522180894507979e-20,8.441701352094075e-18,9.304338777686778e-43,2.1485139616731022e-17,5.610217527802244e-32,1.7418423828975273e-36,4.09680647826465e-11,6.1521693761089225e-27,4.6888126420735234e-23,9.054252849247267e-26,7.34094997585365e-86,2.2368340686314093e-20,1.3364586747992171e-20,6.3315512505861496e-15,2.5800560453897266e-18,3.6867629399345406e-14,2.4237266396463945e-21,7.585972615385555e-20,8.032580894960614e-27,2.8456457871836588e-18,4.1785242463635e-17,6.929257302187794e-05,1.1554295634302677e-23,3.1246740878060627e-16,4.846780199084683e-19,4.3842895822893656e-16,1.9597245402846654e-26,1.091678375302459e-24,2.6970552819626474e-17,9.897042161281647e-09,1.0886028764207385e-08,1.6243889090913374e-58
0-0-1-1-0-1-0-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0220566238171927e-42,5.003881257611503e-32,1.0269569422764628e-47,4.5018599611627455e-46,4.112823690492031e-31,1.4280551152561989e-34,9.052039875568156e-19,5.743383762512371e-57,1.2863456204767695e-36,1.582439666832607e-41,9.575584502969708e-43,5.660452130206553e-54,3.201289267268885e-66,1.0147825165323783e-60,1.5878489373045159e-90,5.147726254154944e-47,4.809195089147158e-59,6.094462302171112e-28,1.9021360292920489e-53,7.191645387066167e-32,8.933020490034385e-42,1.1649611209608037e-67,5.8363972278060396e-39,3.651280773598863e-50,3.3008877583123634e-17,9.867181589476647e-66,5.707632944284377e-17,4.912733319000594e-57,1.3493639774145632e-23,3.010923600930195e-16,1.3865547119562344e-34,1.7709047482235105e-33,6.398761198730557e-22,3.3798403417519625e-22,8.259241853973544e-59,2.5122093131213562e-31,2.6228866777352106e-42,6.017361076419601e-39,1.6033253609963198e-13,1.8893285083425716e-60,3.635378377162272e-81,1.1753013323118897e-32,1.2522702276180944e-46,3.4108648145283693e-66,8.054776453375948e-23,8.313404470305713e-54,1.6935178773075616e-56,4.4652063956827746e-64,2.22319147518706e-39,8.997967685824343e-10,8.775645039982312e-35,8.941417052980756e-104,3.463956757225666e-84,2.287206431145282e-44,5.005824557865639e-16,4.160317521453551e-32,3.689308924895105e-62,3.517498093157539e-12,6.223440707210203e-32,6.416126706171788e-26,4.288493316950597e-06,3.2128676112967157e-21,1.1408946374181626e-47,6.429750011028098e-38,1.3408445786899063e-12,3.0181211389183876e-21,5.901561487461226e-14,1.1440463364102295e-22,1.0393190588398452e-26,2.7114122876396876e-31,4.701057813320861e-60,3.577144600584721e-10,7.30883963119972e-72
0-0-0-0-0-0-1-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7836488853139745e-06,9.575319920328983e-39,5.8105418896628326e-15,5.623525966493439e-38,8.822823905741092e-32,1.9692767578495568e-18,1.4349318050217495e-31,1.043217781820216e-79,3.294335142790071e-66,8.518122490613734e-07,7.958502410904894e-11,9.642545559902198e-10,1.617659333557419e-101,2.60680173637092e-131,2.0130173658281682e-05,0.00034109878114105556,2.160444920183249e-34,7.015572712509265e-56,1.3821569157366335e-34,1.101063424698996e-36,6.3319811281059725e-09,3.4586768101663016e-38,4.7874936969653303e-48,2.5683651940560026e-33,5.849247280714019e-11,5.4085910343844506e-30,7.334699335821955e-11,1.8290370647101907e-25,7.187085606961606e-18,8.318205589268682e-18,7.892266895349416e-33,1.136627621811098e-39,2.900812024695485e-37,1.7072306238730906e-12,6.474085517577502e-40,6.591683034151611e-14,2.3904134497610723e-10,1.5257725525518881e-05,3.5800385445101694e-93,2.8739860394983483e-121,1.143349243814732e-31,9.1690235842004e-21,2.0046906008983487e-83,4.224017557704458e-35,1.218940666718956e-51,3.6246903548248816e-71,6.61188633122441e-05,5.06614156831875e-50,7.603419341790383e-53,1.7099693717898807e-57,2.603495133650054e-131,1.07816182113997e-14,2.7576121491235307e-25,1.0306101829405729e-23,6.8795176556748805e-28,3.445260051719243e-15,2.1188290611448702e-26,1.5767871610267427e-31,2.0077060722567193e-51,7.062716799891121e-28,6.461059998811485e-43,1.7964501457169112e-22,1.2545585934251564e-34,1.5093779487882771e-27,5.749606105250656e-39,1.004090812210872e-14,2.4835274353262844e-43,5.346279096772105e-53,1.7347758513395903e-26,5.830141008228635e-13,1.061269100356995e-15,1.1958948529916749e-101
0-0-0-1-0-1-0-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.169302165778691e-14,5.24364869210516e-13,1.0017509165076587e-39,4.987413913678102e-38,3.5378448841060413e-15,8.454358490052087e-34,1.5130188545320097e-42,3.334998038414086e-34,0.0028530315155002013,2.6558333299579406e-06,0.00013729846333594955,1.6175737490573852e-59,7.180665824317107e-85,4.4097892897609366e-12,5.326638455870516e-06,2.986286659217937e-26,2.2126337902203846e-27,2.4109127669408115e-40,3.540892561557026e-39,3.012896186806397e-06,1.9749394780477105e-16,2.7252555227041305e-41,1.306387744324167e-23,7.535392888849899e-07,7.04055799540333e-21,3.9598361227957927e-07,2.533693434251111e-26,3.6703529901563794e-18,3.44671926461286e-20,4.5742774097456165e-34,3.5827074566420743e-28,2.231815323567368e-32,4.647484523530736e-14,1.0935550140354179e-31,3.383401068419359e-08,0.00016240750986510027,1.0938920624734466e-05,2.5792246702236284e-54,8.694351252644253e-78,4.8327883576005514e-33,4.793117553654034e-06,7.191706357150754e-43,2.029798061069881e-19,1.8128583274332472e-19,1.1976010419625904e-34,5.636778931857332e-11,1.0172780350376e-23,1.4485833991617764e-35,7.476682168832111e-55,1.802559325511136e-80,2.1351670653032576e-08,3.2264295158120155e-27,2.5659150058890923e-20,2.0394260949878433e-33,0.0002261757811567289,1.2710878207942476e-21,5.925721349638332e-35,8.270700353982227e-32,3.670573694438848e-22,3.6483398532479263e-32,2.674867869655191e-18,1.497094905562102e-33,2.8903043511413235e-22,2.2376878747809657e-27,1.7297508979932075e-09,1.078255418518457e-34,1.1416460408780272e-34,4.6733789428567224e-32,1.887571703977127e-06,5.272041413769044e-16,5.9523348638750695e-62
0-1-0-0-0-0-1-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.042929933290285e-41,2.5061887467297745e-85,3.082442252492795e-88,1.7974276704066794e-28,3.8740204621107683e-78,3.545262172906405e-51,7.813254165945666e-40,6.9203228446153e-25,1.742925512398295e-36,1.9324540948343475e-42,5.832590649876946e-55,1.3334634546375063e-84,3.773199770560242e-54,9.682634961302632e-45,1.783341960314034e-42,1.1455772847003407e-46,6.80987738819563e-88,3.3168394744144105e-78,1.4611953872513184e-45,5.5966802659617906e-24,1.1314709322541287e-65,8.293148868048181e-16,1.5004996002465728e-44,2.261352431704114e-22,1.7546069252081912e-43,3.354964845092674e-58,4.013515897163257e-29,1.6184152100495526e-56,1.1887175654977642e-76,9.16851889473332e-43,1.92780962899139e-58,2.6445572876875455e-57,4.996967761824879e-47,1.2798642090238216e-21,8.368109748326647e-25,2.910381668534146e-14,4.6464311596430317e-63,7.741525223183089e-79,3.979308350889876e-76,8.128952069079088e-09,5.651071370019905e-63,2.162203205968498e-25,1.489752919903194e-07,1.0488051790459827e-43,2.8272059503286787e-62,3.280085556370855e-25,6.1453599505806466e-40,2.319611232506602e-94,5.253367554383764e-88,2.34566659011967e-54,2.149861941407607e-76,4.732251363365161e-36,9.909052925131159e-81,5.643384022359122e-32,3.52209114508712e-25,1.1566026470925186e-80,4.5641059600456935e-32,6.92772586899914e-21,3.198166188697972e-41,2.5161928781568203e-48,1.5523016393866908e-75,1.512022282042337e-23,9.141522402667367e-31,2.1396740900812154e-08,8.277029973946103e-49,1.8696477398823544e-36,1.520978016802801e-78,1.9671801715665217e-40,1.5242556666550683e-20,3.1693373495951e-77
0-1-0-1-1-1--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8182555645601916e-54,2.191869348274398e-47,8.502895004038082e-15,8.770487614485396e-18,1.3225667205812924e-93,2.6078185074481947e-82,2.515540607684816e-12,2.433012868358188e-17,7.26272875403536e-23,5.157350187034417e-119,7.15112517894139e-157,6.646715518504064e-24,1.635332847957847e-19,2.8064207679966464e-47,6.333030979728616e-74,2.612008282880993e-46,1.0230623949199165e-22,5.868427550318575e-25,3.598889174483905e-34,4.816506865477365e-46,1.2262562131899163e-40,7.27797506754274e-32,1.1537120926834084e-23,3.3249858471551133e-28,2.81982783554716e-32,1.1429296151244498e-24,3.530464846610737e-16,5.435064969758887e-46,3.562340253740597e-45,4.89505585953137e-42,2.311096129759289e-08,4.621071843130505e-36,3.143379593393435e-11,2.071210261539275e-11,2.453900731484393e-09,1.0701601367253009e-111,4.954669453282051e-145,1.5906864397383697e-45,2.699987350236501e-26,6.389617001689646e-102,2.7111943917840912e-37,1.2156993109318777e-57,1.6082091790911242e-84,5.4009798207172185e-24,1.4233567324629108e-57,3.848058518053372e-49,2.7121736391287816e-56,3.036936595731452e-159,2.03615325190863e-30,9.256645377984296e-51,6.1315158827187025e-31,4.8319657688113035e-43,5.483286351590075e-23,1.0529028321859118e-34,3.171946480522043e-45,1.4169994671931743e-49,4.5562360508107116e-27,1.8627611985813616e-32,4.8238196419037716e-11,4.311184672281562e-50,2.2922452100352372e-24,1.4884790568885322e-32,2.646345587978834e-19,1.925792955372832e-50,1.046580135161967e-44,5.55692275804588e-41,5.93814638958869e-12,8.862491022919991e-13,1.0995362630848243e-123
0-0-0-0-1-0-0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5795773502541458e-06,4.01360411555457e-38,2.680842494849987e-67,8.586916198691557e-99,1.954178504047575e-102,1.444410137147686e-54,9.780773518584056e-68,3.405993194220023e-76,2.344548870051263e-130,5.785437348314012e-166,3.5377327007385857e-28,2.332712810366989e-59,4.742107023185082e-26,5.4202597506345524e-95,1.4880876423126365e-08,5.383632099092472e-50,4.94195055720583e-71,1.16177389303271e-89,1.070796546610009e-36,2.9540034049233524e-51,2.8304586235139727e-72,3.452645126977762e-43,5.413944487410821e-76,1.6395880188768837e-14,1.1619800423499793e-11,3.5994740354713688e-25,1.5406391409927616e-06,2.9381260713875924e-38,2.887202019784356e-22,5.550970480516433e-65,3.2660475926709337e-29,1.7334606990687832e-46,5.956768855445618e-60,2.2090897579133286e-15,8.934768920317946e-113,1.6230079507443508e-153,2.241962893268133e-05,4.823234731247092e-64,7.82301881668284e-124,1.7522386743375751e-74,3.7968461008214475e-103,3.6883089486587874e-117,1.6935991346456152e-57,5.100581347075573e-99,9.573280863797853e-59,3.6492542626246994e-31,3.266473745225377e-177,5.909309763801128e-83,1.0907942853309679e-14,2.96582724886111e-25,8.036170879298625e-08,1.5252003276640037e-79,2.2388607015251794e-22,7.785250309089215e-06,3.2512238830324046e-55,4.812247381604472e-33,1.6039165330472647e-63,1.6747049292461981e-71,1.7069616455099536e-08,1.7113364565396637e-34,6.84997754315603e-58,3.388253899436566e-31,2.265259115044439e-28,1.8665484820431477e-72,3.2040402145809e-08,1.1285348619148374e-74,7.77448234662742e-18,1.3211445287514216e-119
0-0-1-1-0-1-1-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.59022498875511e-37,1.2677368100998863e-53,2.088689672471122e-106,9.287941638558106e-105,2.0961071457340526e-50,1.383254410403893e-60,6.297470974367979e-69,2.5378662493727806e-139,1.5081003805993874e-174,6.409908913333025e-24,4.379530706927797e-53,8.178385021629153e-31,5.569575738519246e-95,0.0019268988631687654,3.491175311480762e-39,2.1404998783136356e-64,3.4028946387994996e-88,5.376344089788029e-42,6.288096838396276e-55,5.287574922516228e-66,4.266711329331802e-45,9.901175388064276e-69,1.7965534862758746e-13,8.838306719466004e-13,2.528531196400479e-22,3.482678214608539e-08,7.954885950311915e-41,7.35026306456346e-23,2.4484906830959676e-53,1.6194689947107569e-34,8.347138348503783e-46,1.1848495322958571e-55,3.8344185621045365e-15,6.759549706524233e-122,1.3151794794886695e-161,3.2768302678599336e-06,8.685840051809656e-65,1.3651739969959414e-125,4.323377692006533e-73,5.42521721897373e-107,3.263713940603276e-118,1.6817724095009904e-46,2.1178848148404053e-99,4.689213506645352e-61,2.860481589111234e-27,2.423635563709521e-181,7.854278041002624e-78,1.590117536214229e-14,9.790522016313785e-25,0.0012263096297902261,1.428655115977001e-74,1.700084667651957e-26,0.00031128406050650345,2.155930455341565e-61,6.216701266798082e-35,3.618567711583731e-61,7.937555291577526e-63,7.697329235341291e-13,2.0711603824116424e-35,7.474781159471162e-59,4.8546898042725784e-33,2.535577485535831e-32,1.34189140175074e-75,0.0010976482637152472,5.481020050923342e-67,1.0740472213402755e-16,6.865317359225504e-129
0-1-0-1-0-0-1-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.507270581953832e-37,6.081179700715202e-57,5.983236946897678e-51,1.7053039270917834e-14,1.1653202335412656e-27,2.5453301993060546e-35,7.076648923487403e-72,1.7744591481061642e-107,5.864448786320557e-24,7.27842054802191e-29,5.788110576207211e-25,2.432777152663031e-57,5.085541920342448e-37,4.9535548596652045e-30,2.4601613414677824e-36,1.0048586498211664e-29,1.0021692011909353e-33,4.456673117434261e-22,3.1691385822953387e-40,7.41855974888252e-12,3.793367563053009e-34,4.0913692143899504e-16,1.5366247252387797e-11,4.186290149440868e-17,3.959862094710389e-30,1.789256832860683e-18,1.168220291221717e-22,2.244518677567697e-27,1.8220554877221394e-19,8.156940595558236e-21,8.54983431006455e-15,8.448474065232714e-06,1.3307626474801486e-70,9.153427540937521e-97,2.6153325739988516e-30,6.062971934185678e-21,5.335032022514921e-78,1.0489769501778904e-17,7.018769330475715e-42,1.674015239831238e-62,8.455705936661187e-36,6.98995321569899e-35,3.3376780116759436e-20,2.877735225607765e-42,3.341500706593219e-122,5.1204229744374626e-48,1.6843168653591637e-36,1.7601025777865336e-12,4.8347951891015106e-30,6.6919601140905605e-34,2.0571256225572604e-14,7.48498514231531e-31,9.551519816902941e-23,4.364156177386952e-09,1.5760396209941033e-20,3.831004025632226e-21,4.3361641506552145e-33,1.2470235045471537e-10,1.33671381157286e-16,8.059926224199313e-09,8.356225399998206e-27,1.1627543828352755e-22,2.664828201815101e-28,3.0166753553428324e-28,3.549930959427562e-07,5.043274747457257e-83
0-0-0-0-1-1-0-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2091259982510443e-110,7.087547815121966e-101,5.46079638810585e-37,1.5698491943236747e-34,2.2979811513536195e-45,2.921863143893374e-149,4.91336672978101e-182,7.819938350067853e-43,9.854068834339347e-43,2.507659109391684e-68,1.466772656186772e-87,3.464623190808229e-51,2.073899805077002e-09,1.03400260781352e-48,2.0355569786581395e-54,8.553740149289707e-79,2.6223366610775e-64,9.431508606467695e-53,1.5610949762617195e-44,2.329230095758978e-48,1.4668939254281312e-47,3.9139914620051783e-41,1.0704934938254547e-32,1.4306309823941815e-61,5.2786704168014666e-67,5.856359439471196e-55,1.0309840058055818e-13,1.1125540952724693e-65,3.0276261402750264e-38,8.588744810671139e-34,3.664433099753259e-25,1.8896875310380233e-138,2.657561928450734e-170,2.2367132706380145e-59,4.416059678018413e-59,5.425932376848092e-115,3.8859475443428115e-57,2.457812076436629e-95,1.2958303109827847e-101,7.5003675854441e-38,5.410357215954161e-82,3.0300856131544437e-65,2.4889864486610884e-59,9.450338872679161e-177,2.1512349568494844e-62,6.162012980628781e-64,4.1840780336915844e-47,1.5280304853028042e-51,1.5029748586068263e-47,7.533385828365417e-56,5.907130205315901e-56,5.089008965724304e-80,1.1832888570253979e-44,4.667201676027559e-38,2.979963713706251e-16,2.5051430031490725e-68,7.315662772014353e-41,2.4560367900654245e-51,3.5131727338036187e-40,2.6478618395322556e-72,2.5079113199334375e-69,6.768278435805001e-50,9.338980069952266e-32,2.943894744621869e-20,3.074955620252446e-149
0-1-0-1-0-0-0-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.143595815828865e-20,2.6997838852937196e-78,3.987462360294167e-80,3.977496976760626e-99,1.1095832632596193e-18,1.2860340688082152e-24,1.8676837681194389e-100,1.922975139436242e-97,3.139219872530262e-53,1.954971246482321e-38,7.744314436060369e-103,2.1082262985670163e-101,3.2449184975572544e-102,1.1238580401140483e-43,5.433675526337084e-99,2.516408655985398e-07,4.228556476857219e-88,1.5944920575782024e-32,1.835219304807696e-86,6.57949051838833e-83,7.232886249212711e-39,1.0552429055616258e-92,5.018308162602702e-98,2.816870709524296e-58,8.616369485579314e-79,2.0545429154052949e-106,4.996453703619254e-77,9.614756053053172e-54,2.0366390568820615e-71,1.1817133763052581e-29,5.224152142166477e-33,6.828569821212259e-24,6.298507658167717e-98,6.03635076174989e-66,1.8978221772600757e-37,9.500009560332188e-32,1.219974656307643e-40,4.682352332661893e-37,3.365155787252217e-111,6.440150692288361e-38,9.258624865147296e-36,2.5397537951473527e-101,3.777709716902661e-63,2.69524011855549e-116,1.68290512682321e-102,9.807929066478249e-58,4.181518580216716e-102,2.4685668822153704e-84,4.919967058532012e-24,1.0291448971321135e-100,4.426561496468743e-47,2.3618251860619688e-20,3.2371041600803747e-51,2.9162508453232827e-91,4.692479156863157e-98,6.538091799511846e-28,1.630047488527823e-41,3.5651524932001676e-13,5.512212828577844e-51,2.461939668343579e-46,2.7377815982285107e-100,1.2533826019362694e-96,1.1387555427910074e-25,1.5747172865170821e-44
0-1-0-0-1-0-0-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.997280681560487e-61,4.1075838309995477e-63,3.7903062688549873e-78,1.072583565424579e-39,2.8462641992899937e-50,2.515799395856958e-88,9.570719635528424e-81,1.0097054053277111e-57,1.2538350520813789e-14,1.965274636506332e-102,3.437608031902078e-97,1.148912610541008e-83,5.037076954298435e-24,3.6857528786589127e-104,1.3512643088103115e-09,2.159763937471334e-70,8.813099915852971e-39,1.1514538808659755e-66,9.623482148203493e-83,6.417213807476992e-41,4.463021848607878e-89,3.010903402033845e-99,1.4011896763151952e-62,5.932030239300687e-80,1.7124413693834215e-90,3.2088497651225276e-84,3.5123704888574636e-50,1.715714161561639e-57,4.1004947961765835e-29,1.3964200813517876e-57,1.6415175139352719e-44,3.021654968041057e-98,2.924728551358383e-52,2.277749156104946e-13,2.5467695720278914e-16,4.578002667429298e-30,5.348036711919872e-09,4.637097470715535e-93,1.0966333102978998e-13,1.8725694006402944e-40,1.799844464895631e-105,1.2340011884251337e-26,9.146874325577183e-99,7.436179133134423e-98,1.5023075536614347e-54,5.908440222788773e-99,2.5373654772138583e-65,4.952026414846855e-32,6.294521281279786e-100,8.772962599718891e-61,5.927539475326315e-25,3.12257269183586e-57,2.329461555080265e-78,7.41252135204616e-100,1.8005201460144253e-33,2.0790319706607764e-45,1.1996328901415631e-13,3.0599892465343317e-61,1.7516050308379563e-55,2.4579649367727125e-97,1.2269614912406358e-78,1.1535010409800435e-28,5.030787094271092e-69
