,0-1-0-0-0-0-1-1,0-1-1-0-0---,0-1-1-1-1---,0-1-1-0-1---,0-0-0-0-1-0-0-1,0-1-0-0-1-0-1-1,0-0-1-1-0-0-0-0,0-1-0-1-0-1-0-0,0-1-0-1-1-0-1-,0-0-0-0-0-1-1-0,0-0-1-1-0-0-0-1,0-0-0-0-1-0-1-,0-0-0-0-0-0-0-0,0-0-1-1-0-1-0-1,0-0-0-0-0-0-1-1,0-0-0-1-0-1-0-1,0-1-0-0-0-0-1-0,0-1-0-1-1-1--,0-0-0-0-1-0-0-0,0-0-1-1-0-1-1-0,0-1-0-1-0-0-1-0,0-0-0-0-1-1-0-1,0-1-0-1-0-0-0-1,0-1-0-0-1-0-0-1,0-1-0-1-0-0-1-1,0-0-0-1-0-0-1-,0-0-0-1-0-0-0-0,0-1-0-0-0-1-0-0,0-1-0-0-0-1-0-1,0-0-0-0-0-1-0-1,0-0-0-0-0-1-0-0,0-0-1-0-0-0-1-1,0-1-0-1-0-1-0-1,0-0-1-1-0-1-0-0,0-0-0-0-1-1-0-0,0-1-0-1-0-1-1-,0-1-0-0-1-1-0-1,0-0-1-0-0-1--,0-1-0-1-0-0-0-0,0-0-0-1-0-1-0-0,0-1-1-1-0-1-1-0,0-0-0-1-1-0-0-,0-0-1-0-1-0-1-1,0-0-1-0-1-1-1-0,0-0-1-0-1-0-1-0,0-0-1-1-1-0-1-0,0-0-1-0-1-1-0-0,0-0-1-0-0-0-0-1,0-0-0-0-1-1-1-1,0-0-1-1-1-1-1-1,0-0-1-0-1-0-0-0,0-0-0-0-0-1-1-1,0-1-1-1-0-1-0-,0-0-0-1-1-1--,0-0-0-1-1-0-1-1,0-0-1-1-0-0-1-1,0-1-0-0-1-0-1-0,0-1-0-0-1-0-0-0,0-1-0-1-1-0-0-,0-1-0-0-0-0-0-,0-1-0-0-1-1-0-0,0-0-0-0-0-0-1-0,0-1-0-0-1-1-1-1,0-0-1-1-1-0-0-0,0-0-1-0-0-0-0-0,0-1-0-0-1-1-1-0,0-0-0-1-0-0-0-1,0-0-1-0-0-0-1-0,0-0-1-1-1-0-1-1,0-0-1-1-1-0-0-1,0-0-0-1-0-1-1-,0-0-0-0-0-0-0-1,0-0-1-1-1-1-0-1,0-0-1-0-1-1-0-1,0-0-1-1-1-1-1-0,0-0-1-1-0-1-1-1,0-0-0-0-1-1-1-0,0-0-1-1-0-0-1-0,0-1-1-1-0-0-0-1,0-1-1-1-0-0-1-,0-1-0-0-0-1-1-,0-0-1-0-1-1-1-1,0-1-1-1-0-0-0-0,0-0-1-1-1-1-0-0,0-0-1-0-1-0-0-1,0-1-1-1-0-1-1-1,0-0-0-1-1-0-1-0
0-1-1-1-0-1-1-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6676501460981404e-31,8.979141246388557e-38,1.1676812306169408e-69,5.94859550609893e-68,1.0213524261810573e-51,2.44225419507822e-41,6.144556912780066e-72,6.173713883959749e-55,9.087662521036664e-32,6.703917831852006e-27,1.2426166105844508e-34,1.2959726419198543e-25,2.4959029558313545e-35,1.4196388013070703e-44,4.697001979316253e-55,2.570998707762042e-24,2.364366923241803e-31,2.8960737643061943e-38,8.119966075749248e-30,3.975687136583298e-06,6.213337574180922e-34,3.4933381246728054e-15,2.3110032300312538e-73,2.9139969379876823e-72,6.491836252012801e-12,1.074035547637528e-33,2.677765603760485e-97,2.6935056289710685e-64,2.0099539194625176e-81,4.457939584460563e-38,2.2501486108967556e-26,7.111641744775653e-61,4.956158165001966e-70,8.459246029760111e-42,2.2969058880598203e-63,1.8930431159789678e-47,3.814293333760007e-62,2.9741041846724308e-27,1.1524933481144911e-33,2.026292204116049e-16,6.167564075276722e-83,6.858711169583228e-13,4.904917188321795e-34,1.5781728295138127e-46,3.3166153716526046e-21,
0-0-0-1-1-0-0-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.852006320824518e-74,2.3842037030780866e-94,2.907123236691077e-87,2.4762853583548772e-76,4.594728012126882e-65,2.6107254206920148e-84,2.6265685232678104e-109,2.106816270456748e-56,8.351109227585786e-47,3.2167120687554395e-73,2.130476146918765e-31,0.004349722551110282,2.6238616754714204e-21,8.035279610256084e-106,2.1486883476069592e-67,6.98956207881975e-77,5.677549373188846e-87,4.395388934447819e-74,1.5591805012208144e-36,0.0013666621147367742,7.612694955311669e-57,6.572497349371962e-96,7.8009594189386e-89,1.259468730249842e-60,0.0018115728440861825,6.90316114577121e-131,1.3428814752306125e-85,1.103342889413786e-104,2.967022486917433e-85,0.00021009668314405158,5.395523760006618e-93,8.909347747253821e-91,7.098627941344295e-66,2.7079292695252652e-93,9.94544040320455e-101,2.84665863836057e-112,6.492401048670899e-56,1.651486778530573e-60,2.3533633764293e-14,3.986757249273945e-114,5.4323672531633346e-48,3.6414458179406395e-55,4.661663747015682e-82,1.5030409821311106e-40,
0-0-1-0-1-0-1-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.460994220080323e-25,1.3430032484093585e-37,1.4455935630562846e-18,6.7110764505028835e-21,5.784628490074666e-35,6.8798571461764335e-19,3.4795404708076606e-12,5.625380021607419e-16,3.7213239049060415e-22,6.762087119727908e-09,4.030330020471944e-86,8.338184689527693e-107,2.7758287258973197e-12,5.704185406371467e-46,1.625360613823233e-20,3.169580550852762e-26,2.2584901914059542e-57,7.623384389003983e-37,3.704240226204846e-80,8.51755311643745e-21,2.4876419028753925e-38,7.025830844946077e-36,4.449839538597173e-69,5.331721213329017e-84,6.560088176147807e-49,2.5216413077915998e-27,2.00116346522868e-45,3.6690211079228e-53,6.823283324632785e-64,1.3465276333614738e-15,1.2311522224607678e-32,1.0060605485807018e-14,6.440948195334505e-17,3.6943030794067295e-12,1.6986084779568203e-14,2.9784999274486305e-13,3.213498426303135e-16,8.522915228093056e-54,2.24217127655317e-29,6.247809866508547e-67,6.4871329621202375e-18,1.437885034895526e-28,6.989066731126869e-28,
0-0-1-0-1-1-1-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.425137875903819e-18,5.995778759192543e-08,1.949750720748216e-20,1.4276878650810748e-06,3.288266616601337e-61,5.707302774994313e-19,7.132745445646906e-21,3.5977026387355994e-61,3.9745532068869163e-10,8.192601697340488e-107,5.428989253691412e-132,2.300511833972839e-47,1.1321707559899294e-89,3.173119174191793e-52,9.56550127442928e-59,1.4405525770888613e-101,2.839995735559917e-73,2.0050190249121888e-100,1.3619555109630291e-59,2.068842640608091e-10,2.6807716040992114e-07,9.552143095230552e-113,4.417592856428209e-105,1.017755868377654e-18,7.291370500412558e-05,9.276057411044077e-16,1.472260464420703e-98,5.225087761387145e-87,8.742094779317183e-05,1.690088794453119e-05,3.750157538066622e-14,3.860852610824126e-05,2.9052416168237948e-46,1.2893021069326194e-45,8.968991002791243e-31,3.705471450581496e-26,3.157473267710569e-73,1.5529015827641017e-05,1.6499980052540232e-108,2.0818168694134843e-16,9.67915365320959e-48,2.024746644024041e-38,
0-0-1-0-1-0-1-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.677940395387615e-10,5.259319579772354e-11,9.49937113521786e-18,9.923498951508304e-83,3.080144591901676e-22,1.3210750045723137e-16,1.9635876324687013e-82,1.6340220174334014e-19,1.2101648144740966e-99,3.6002847074282703e-131,2.654761417179784e-71,2.9045872925425494e-92,4.282833736282807e-53,9.884331080999582e-57,2.2170092466639452e-101,1.482870383121188e-74,2.444542046835068e-96,2.0923867896603697e-66,1.8363199520715616e-08,1.7634366594828765e-19,1.1322352070574886e-110,3.6180108954589485e-97,1.0071386256257146e-39,3.0463878313577404e-11,7.456391710008093e-10,2.6972508324155508e-107,9.191110574531829e-84,7.29865921794283e-24,1.6434431672872921e-09,1.3688363022631747e-22,3.1352944971483795e-24,1.2656853438187529e-58,3.91280328231096e-74,5.4536874925338945e-43,2.648855739051103e-30,3.7593779747741145e-73,5.0285584516981826e-33,1.431523936723717e-113,9.214618261015706e-25,8.548364490481398e-39,8.199306988767533e-34,
0-0-1-1-1-0-1-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6213499823913403e-07,1.23120839609781e-12,3.9350102733914885e-59,6.810177063523937e-08,7.32240721401688e-08,2.2799881185926346e-56,4.6590467848216354e-08,8.239560976603447e-89,5.899204699681038e-116,1.9230051927767227e-47,3.525492948287344e-75,3.45919254919965e-37,9.04178202357112e-42,2.0397446480681137e-83,7.293519066556545e-55,3.1758226251630855e-83,7.966468179943539e-44,3.889898451796667e-10,3.110641466808546e-11,1.8852435638177975e-93,9.844613383518256e-87,3.445639206613138e-31,1.3425476318411037e-06,1.6568764843523316e-13,2.3338506019456903e-89,1.4974680698066253e-70,5.708123211659076e-10,3.2660785360395835e-07,3.955698704853172e-08,6.98043421045826e-11,3.303947211337279e-38,5.327925057398841e-48,1.977866340709449e-21,5.726494249802822e-13,3.1274034767129836e-61,6.000052742166087e-19,7.0819900997550475e-90,3.6720755265843654e-10,8.194108867157938e-33,1.1246423891015815e-23,
0-0-1-0-1-1-0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.937613091624614e-26,6.644035232408228e-60,1.1219053054590215e-09,4.822763854466235e-06,3.245567953806313e-60,1.8801093002493568e-15,1.0056628424748933e-76,1.1828274428898524e-107,6.068956840953374e-50,8.39219585962063e-63,3.599337622484577e-26,2.90551751065114e-26,5.839519226381484e-66,5.233060040454566e-43,3.1298914468389617e-74,3.1620723636665607e-38,6.922203483186642e-15,7.266275707715016e-26,3.874518969956098e-78,4.127996672566862e-74,1.4800656895863414e-40,4.0660291584812853e-16,1.1906072154367778e-17,2.4855823327487003e-82,2.994116372601323e-60,1.177923170638337e-18,8.308797309311732e-16,1.9216328768504394e-14,2.6600551203070633e-21,6.4984341364889584e-34,2.0464660291039893e-56,9.904723761693577e-26,2.228019192686648e-15,7.931869717275826e-53,3.859685361778866e-34,5.943992739320876e-83,3.8286741937938064e-15,2.391134169580286e-22,9.132343055402604e-20,
0-0-1-0-0-0-0-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.264927407176168e-71,3.1560853300832594e-24,4.632251651908554e-26,1.1350750940785884e-66,1.5732845194359701e-12,1.5517481512090582e-95,1.2382672136445913e-121,7.608585632773091e-60,1.6920615052413916e-89,4.897860398647907e-61,6.162339982101065e-70,3.988841043741918e-102,5.99445632113595e-76,5.790936406711561e-90,5.185492412426643e-65,6.175235445838588e-11,0.005008272148955638,8.065130491254356e-111,3.349186983542985e-94,1.0916612973060716e-29,3.67930459552845e-05,3.24608935282338e-16,6.85507811135124e-97,1.8024447703976964e-80,2.5444638270639883e-14,8.427254269004051e-06,4.434455675920832e-19,5.940584498106431e-10,2.2329511862295422e-59,6.288927747162858e-58,3.6210093846857344e-38,5.8420007240262495e-33,2.35582224066174e-71,2.8547108035788946e-13,5.21214453140203e-107,2.9449890765147065e-20,2.650083004899136e-54,2.4027002266984187e-40,
0-0-0-0-1-1-1-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.241766153049531e-48,4.469563643128843e-48,3.906270191611978e-17,2.327695076607386e-22,7.600851426560132e-120,2.2894136315133166e-132,0.0004041331611286241,4.367391763010683e-41,1.1364925365657923e-29,8.270893064359781e-38,1.8422087848375797e-58,1.2084286883249816e-57,6.721083681089813e-114,4.7538335995163573e-32,9.061186931046024e-80,1.6313936352618728e-79,7.473327995973831e-80,6.280132416265548e-118,3.783174552356649e-72,4.125430568508158e-64,3.0789585374133657e-87,2.2580769511547262e-36,2.018725677493784e-96,4.046430944717558e-43,1.9262141765216142e-73,1.7840038652328544e-54,1.8850121900615662e-43,1.4727010509381485e-10,1.0926589115128932e-09,1.7104227041778398e-43,1.0301280646852382e-55,5.740766335378302e-64,1.5994773038968826e-56,1.8980054637785778e-84,1.607860069958851e-59,2.182989938741884e-45,5.283271775897631e-62,
0-0-1-1-1-1-1-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.523528099588353e-05,2.4676604972813613e-38,1.284650663959733e-06,9.693044968981471e-67,8.986600434517983e-91,1.4439500508776338e-38,8.519092224474941e-55,4.047805732983396e-27,5.954767869228859e-31,6.320282184293663e-62,1.6763730907725215e-31,8.354333714765009e-62,6.000541073621499e-25,1.4135984502183484e-25,1.4720067140767883e-21,1.072644539328108e-66,3.0009266934033484e-65,7.871925051000101e-52,4.840392247955707e-19,2.7118054092988255e-32,5.264116759746698e-70,1.6244830268900898e-48,1.9429989807798664e-16,6.3315194813103706e-21,0.00019677764783077915,2.935450275618549e-17,5.791680809505809e-30,3.737171219139754e-39,7.772038933483786e-09,0.0003350422310060008,3.799917455045033e-47,1.9335243444386154e-31,1.3640608517534876e-60,8.634844261297804e-05,1.7419604925671398e-33,2.4404829592962105e-13,
0-0-1-0-1-0-0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9709637421617216e-43,3.001353729361463e-10,3.9090204426197547e-56,9.072930061666437e-83,1.440006837957992e-41,3.542069215531294e-44,4.076209827869177e-22,1.1816854845631709e-24,3.060981655272574e-48,1.0879509502542278e-26,6.959478464954642e-54,4.785045484122607e-24,2.0143047012322002e-22,3.172935387900435e-23,6.086545547825782e-54,4.885745475072387e-54,2.5446291734113127e-48,3.9914557997038464e-19,3.03082275240729e-26,1.5423156788474779e-58,1.092895635730525e-43,4.300683559333608e-20,3.274346598972654e-20,1.4300774127552801e-08,1.9131780231217853e-22,3.7014755065267654e-30,5.482358118431671e-44,3.144581359794543e-14,1.0411806787386874e-06,6.79164554062953e-42,3.896741664362056e-34,8.616919030660337e-57,2.718375531997456e-09,3.789914944459432e-25,1.7833870843987678e-11,
0-0-0-0-0-1-1-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.495031896630324e-15,8.786072653157573e-82,1.622419808187292e-82,2.059131231588956e-19,3.7582890376791876e-37,1.7141481056683534e-39,3.3380433939153118e-52,1.600069026364742e-58,1.3966759998128557e-37,7.595598368301421e-73,4.569984074447331e-21,2.2006047713234593e-81,4.19503183222253e-71,3.800527002286607e-57,7.581240704306759e-81,5.143109322024368e-88,4.822651330691582e-63,5.375961789220131e-91,2.26695014381164e-32,1.8829807359330926e-62,2.982911764217323e-47,1.7744102884834057e-72,1.4487927905979476e-43,4.7669907907863766e-46,6.56417292470145e-29,4.6378559841244604e-17,2.5040996336510565e-25,6.5822814027354176e-43,1.8919214499403216e-47,5.185120491133405e-63,4.050629273019992e-43,6.266352902227757e-43,1.1307995179541764e-57,8.231537449569012e-47,
0-1-1-1-0-1-0-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.670786064971845e-37,3.3244231322045927e-52,2.978114093886929e-19,3.5334463631258495e-30,1.9530699641143274e-22,4.392941896123283e-31,2.160461468647488e-41,1.1985516714316493e-23,2.367876395243958e-33,2.0329582988940913e-15,8.376500072482974e-20,3.226249278236067e-10,1.4674772543852057e-42,6.876346510008414e-37,1.2124101344909312e-30,6.178406185259877e-11,3.716996352411794e-24,7.324806840099886e-32,6.3067795032382464e-30,5.423738019799003e-10,9.607084912324255e-14,3.2579912001441924e-05,6.631374446135389e-09,9.125513621876162e-21,6.835217762335641e-16,1.2786096544277944e-05,4.53700787113953e-07,3.38269169667772e-39,7.426853269371883e-15,4.2487954585148597e-35,5.616643647183173e-06,5.263673915205094e-25,3.856881103731913e-16,
0-0-0-1-1-1--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0588351027740849e-19,1.1569423442015015e-116,1.1540675633371328e-74,2.37201044292546e-88,1.769984521062004e-98,1.362529874249356e-82,4.689214652561998e-41,0.00010233406429667282,7.196511548873132e-67,1.1048537923433313e-107,6.105374307221194e-101,4.713328331669382e-65,0.16339430407175234,6.83593003360236e-142,2.1253381937288805e-97,1.1453699073519877e-116,3.8662720536321936e-91,0.00040085463753291564,1.4991046497401759e-105,7.90520166103172e-103,1.9805244565528786e-78,8.006825306348743e-106,9.978515429616632e-113,3.726853077278797e-124,1.2297675410632892e-66,2.358623718750529e-72,2.4865739244194233e-13,2.949292983775013e-126,3.5639293953325954e-52,1.1296941366880595e-65,1.5532011111149e-93,1.128125017556149e-48,
0-0-0-1-1-0-1-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3502962025701171e-130,6.122338453501777e-87,4.7434208821860745e-111,1.12249674573234e-123,2.501383085431877e-102,5.048885894265428e-57,8.946154662249486e-13,5.73654884720322e-80,9.830565726965131e-135,9.736372238529867e-127,9.317054607462147e-74,5.757242984288488e-22,4.935311634463379e-161,2.0714777288905587e-123,1.3879356335159917e-143,5.184184215284447e-98,8.651571526962652e-22,5.744612375684156e-128,4.6612742604188225e-129,3.3560587354898444e-104,4.214476174381297e-128,2.3449096245121224e-131,5.365044517146943e-140,2.5573941780644557e-82,1.7629424082769817e-96,3.3559552482456546e-26,6.033240550388884e-148,9.42727614110225e-45,1.5232690731354787e-87,1.951518334400344e-119,8.34210174165822e-72,
0-0-1-1-0-0-1-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9048629168530606e-48,3.059149926351953e-29,1.4110331208842278e-35,4.266172285793209e-65,4.587399361412623e-56,1.553755124636475e-110,1.0102760018697352e-32,6.656358934392148e-67,1.481447326243658e-66,1.1146930771751927e-82,6.980953081706887e-115,1.4163701210525632e-58,6.0296589184383246e-52,3.0583160127151617e-75,1.825458914742643e-45,7.463359678631835e-92,2.7386312967767967e-30,1.6567236186766207e-60,1.0026176624069603e-42,3.0155805105669335e-31,5.096321914219504e-09,8.382489042119579e-06,2.5521251130706585e-34,6.73668250470017e-45,2.2493386606736493e-66,7.180078340704394e-42,3.754122673614303e-85,8.02935306874982e-48,1.855862002158272e-43,2.493245898720095e-55,
0-1-0-0-1-0-1-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0292327314886934e-23,4.775490194931142e-33,4.040186570006603e-09,3.261941416325254e-29,8.09883997947161e-73,5.499626923766519e-20,5.433350651591057e-97,3.3605617206285157e-98,1.5114340375945387e-29,2.1851302546698237e-72,8.162287853419476e-110,1.7959222172136324e-85,6.597717380424676e-104,5.96199555515468e-13,4.350554474734667e-64,1.14084333157987e-75,1.950817521926029e-93,8.067297113612734e-66,2.374137460189884e-78,7.252166006675723e-41,4.366185435995773e-57,4.4595170411366096e-54,1.979270019675224e-63,1.578397651624744e-31,3.9904391216201644e-97,4.088474111881757e-47,3.3677621751254013e-65,1.0862469729449471e-47,1.3696372348781156e-51,
0-1-0-0-1-0-0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014459347010056337,7.741031237440859e-22,2.2013250167102017e-30,2.0387639950616904e-85,8.017934428608992e-15,1.5157170269696171e-58,1.3655653400794627e-65,1.3474405158330917e-53,1.6153189517063613e-85,5.0368528343677575e-70,1.3513665922960881e-49,3.632362454554253e-64,4.686629786106346e-45,3.712456897026599e-71,3.069500838995396e-38,6.315698904987563e-56,1.3783842206850567e-36,4.490914551480543e-43,2.0624716396875031e-13,3.190837816549152e-38,2.5126945462953056e-34,1.3588987162201573e-34,2.206126811116481e-49,9.13607101522481e-60,7.287088997490022e-68,7.867426494281039e-40,8.309574958322604e-14,2.82025270094236e-37,
0-1-0-1-1-0-0-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.487162661594294e-30,5.334042125465036e-37,1.7099817366675212e-96,3.285458433934756e-25,3.912220158941114e-62,6.767480833440998e-74,2.039458198543024e-61,1.6313122641791153e-95,2.2985546985194354e-74,3.2241713733720357e-56,4.629980666597586e-68,2.6235277752447053e-55,4.663628231479943e-80,1.4731099146828625e-43,1.6273379778606418e-61,1.5120480575895057e-42,2.3819162590918628e-49,2.602897833235149e-15,1.6314846999706352e-47,4.740945057228045e-42,1.1645305685330806e-38,1.8113817166815423e-59,1.842474699671403e-66,1.79471241103398e-81,1.4835200190688442e-45,6.753118763454295e-18,1.0423390088588875e-40,
0-1-0-0-0-0-0-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3298166239576818e-33,1.6922126996593365e-82,1.4945997566038703e-25,8.497950814771188e-108,9.204075678875057e-110,2.0684171044410235e-39,8.870927169887861e-80,1.0029646132167717e-124,9.089705606942095e-96,2.5781223383120647e-115,6.010269758693826e-36,1.0203457998188819e-72,2.2216047328373017e-87,4.4615367477709835e-104,5.773919036347922e-75,3.9235010693279036e-91,1.100300336498054e-50,1.3353897343817317e-76,1.656305156334223e-66,4.469819077383044e-72,2.225562790345652e-39,8.934905520405837e-112,3.090576496511116e-64,3.780033182165483e-75,2.0928040356690946e-48,1.1011301545244591e-59,
