,binarize,graph_type,n_iterations,objective_function,param_key,resolution_parameter,seed,threshold,modularity
125,False,G,2,CPM,LaurentianSalerno,0.0008340502686000295,15870342,1,0.008798769797424374
126,False,G,2,CPM,AquariusCushing,0.0008340502686000295,68695515,2,0.0065481506232245535
127,False,G,2,CPM,MatildaBrookhaven,0.0008340502686000295,57995550,3,0.005274245640435417
128,False,G,2,CPM,DunlopAdirondack,0.0013912797011035628,62890815,0,0.011736407895963093
129,False,G,2,CPM,ChristyMiguel,0.0013912797011035628,88697273,1,0.010261905206487619
130,False,G,2,CPM,DietzChloe,0.0013912797011035628,59676211,2,0.009949416306614806
131,False,G,2,CPM,EurydiceFinn,0.0013912797011035628,31691284,3,0.01159275075599098
132,False,G,2,CPM,BalzacBoucher,0.002320794416806388,54109703,0,0.014918707737890346
133,False,G,2,CPM,DenverHuron,0.002320794416806388,59831144,1,0.015563752043271536
134,False,G,2,CPM,CarrAlsatian,0.002320794416806388,67187834,2,0.08734115035874292
135,False,G,2,CPM,CornwallDorset,0.002320794416806388,28724868,3,0.027677319940445023
136,False,G,2,CPM,BurkeVietnam,0.0038713184134056343,5507398,0,0.01883576226448722
137,False,G,2,CPM,WhitcombJoel,0.0038713184134056343,90388572,1,0.1106348436548089
138,False,G,2,CPM,MendelKnudsen,0.0038713184134056343,72442429,2,0.12128644395158278
139,False,G,2,CPM,JaniceWrigley,0.0038713184134056343,87772078,3,0.28359747026519627
140,False,G,2,CPM,HuntingtonMoslem,0.006457748325074419,90560984,0,0.024963101870596437
141,False,G,2,CPM,VolvoDavies,0.006457748325074419,39186834,1,0.2850114643722246
142,False,G,2,CPM,SuffolkColgate,0.006457748325074419,66783414,2,0.28172679966558606
143,False,G,2,CPM,LangmuirJudaism,0.006457748325074419,82860293,3,0.43443813996954495
144,False,G,2,CPM,I'llThailand,0.010772173450159416,70977255,0,0.2823692915427859
145,False,G,2,CPM,ThompsonBudweiser,0.010772173450159416,24274821,1,0.352614728822445
146,False,G,2,CPM,AntigoneLucifer,0.010772173450159416,1439082,2,0.4393173079094858
147,False,G,2,CPM,CrusoeCromwell,0.010772173450159416,16144495,3,0.47016071345744254
148,False,G,2,CPM,HiramTyphon,0.017969068319023125,67251227,0,0.40174619176742027
149,False,G,2,CPM,AgnesShari,0.017969068319023125,94970666,1,0.45109464930700854
150,False,G,2,CPM,KnudsenHellenic,0.017969068319023125,38427207,2,0.46648354621006255
151,False,G,2,CPM,JewellGiuliano,0.017969068319023125,35405758,3,0.47881990046761286
152,False,G,2,CPM,MercedesStarr,0.02997421251594704,80952120,0,0.41245306604787163
153,False,G,2,CPM,CharlemagneMiltonic,0.02997421251594704,2755952,1,0.47136196124659996
154,False,G,2,CPM,PhilipChristie,0.02997421251594704,29086000,2,0.4509241449151507
155,False,G,2,CPM,McDonnellSherwood,0.02997421251594704,82508965,3,0.4543687124399695
156,False,G,2,CPM,ErnstDobbs,0.049999999999999996,8248397,0,0.43797056648707566
157,False,G,2,CPM,WilkinsonNatalie,0.049999999999999996,5378836,1,0.4247994351959908
158,False,G,2,CPM,WinfieldMalaysia,0.049999999999999996,70674270,2,0.40824267246866847
159,False,G,2,CPM,MartinsonPepsiCo,0.049999999999999996,80401105,3,0.41720171138940504
160,True,G,2,CPM,McCartyErnest,0.0004999999999999999,87828861,0,0.004782160144363876
161,True,G,2,CPM,PerillaMcClellan,0.0004999999999999999,21176863,1,0.007969919831836265
162,True,G,2,CPM,RioYokuts,0.0004999999999999999,79246098,2,0.0050688351570402895
163,True,G,2,CPM,LopezLise,0.0004999999999999999,18266742,3,0.0045483771153487
164,True,G,2,CPM,DeannaJanuary,0.0008340502686000295,42294125,0,0.011410379924594982
165,True,G,2,CPM,BesselWashington,0.0008340502686000295,56849141,1,0.00928647013790331
166,True,G,2,CPM,OstranderMennonite,0.0008340502686000295,3319474,2,0.006649642075374446
167,True,G,2,CPM,JanusMoroccan,0.0008340502686000295,50753854,3,0.011149670873794372
168,True,G,2,CPM,HagstromTucson,0.0013912797011035628,61008775,0,0.011354075524789597
169,True,G,2,CPM,MinotaurKennedy,0.0013912797011035628,63585682,1,0.010048871357355733
170,True,G,2,CPM,SalishWhelan,0.0013912797011035628,24698008,2,0.010097563416143832
171,True,G,2,CPM,BernoulliBorroughs,0.0013912797011035628,64492609,3,0.01620637181538079
172,True,G,2,CPM,PuertoCanoga,0.002320794416806388,82938142,0,0.014569624697622132
173,True,G,2,CPM,DorcasBuchenwald,0.002320794416806388,70966936,1,0.015073113396972917
174,True,G,2,CPM,AlabamianBlomberg,0.002320794416806388,24678574,2,0.07075126771964815
175,True,G,2,CPM,LippincottBessie,0.002320794416806388,26920095,3,0.12058406377268364
176,True,G,2,CPM,SilvermanTibetan,0.0038713184134056343,93640383,0,0.017846323074696205
177,True,G,2,CPM,SimsShearer,0.0038713184134056343,32498663,1,0.09443298463442235
178,True,G,2,CPM,AdairSonora,0.0038713184134056343,75250655,2,0.12128644395158278
179,True,G,2,CPM,PuritanHyde,0.0038713184134056343,73531563,3,0.33801875914684015
180,True,G,2,CPM,LaurentianGary,0.006457748325074419,32256357,0,0.02638930836115061
181,True,G,2,CPM,MardiGoa,0.006457748325074419,7191423,1,0.25204652791674037
182,True,G,2,CPM,BiggsBrennan,0.006457748325074419,55087261,2,0.40917331159553477
183,True,G,2,CPM,ManaguaGerard,0.006457748325074419,36810403,3,0.43443813996954495
184,True,G,2,CPM,KetteringBlatz,0.010772173450159416,14179968,0,0.309302162263416
185,True,G,2,CPM,CatalinaYorktown,0.010772173450159416,83515890,1,0.44262940726755223
186,True,G,2,CPM,ChristoffelPermian,0.010772173450159416,74930115,2,0.4625825616981324
187,True,G,2,CPM,ColomboRutland,0.010772173450159416,88218530,3,0.48050762244126266
188,True,G,2,CPM,CapitolineEastland,0.017969068319023125,16055111,0,0.35060533703922975
189,True,G,2,CPM,KilgoreSaturn,0.017969068319023125,33049770,1,0.46469623554557943
190,True,G,2,CPM,JonesEnoch,0.017969068319023125,80095071,2,0.4581108657891976
191,True,G,2,CPM,MarseillesChelsea,0.017969068319023125,80914366,3,0.45499650841402306
192,True,G,2,CPM,ColbyYorktown,0.02997421251594704,86419482,0,0.45008277331919805
193,True,G,2,CPM,HansonCarlyle,0.02997421251594704,25211435,1,0.4460283582114469
194,True,G,2,CPM,LehmanHanoverian,0.02997421251594704,93821635,2,0.44392363326691325
195,True,G,2,CPM,KnoxvilleJosephson,0.02997421251594704,38149098,3,0.45112287413926655
196,True,G,2,CPM,BartlettHolyoke,0.049999999999999996,81204545,0,0.44547856029438565
197,True,G,2,CPM,MarcelSegovia,0.049999999999999996,72009753,1,0.42163268636509865
198,True,G,2,CPM,HuxtableHalstead,0.049999999999999996,99117673,2,0.40824267246866847
199,True,G,2,CPM,CobolDis,0.049999999999999996,84105135,3,0.41871867501430377
200,False,G,2,CPM,LindbergDusenberg,0.0004999999999999999,65981798,0,0.0043645143908183325
201,False,G,2,CPM,ChristianaOhio,0.0004999999999999999,39687867,1,0.007969919831836265
202,False,G,2,CPM,AlhambraFerguson,0.0004999999999999999,46763320,2,0.005120183131790629
203,False,G,2,CPM,MohammedanMarguerite,0.0004999999999999999,55302745,3,0.004479448480456533
204,False,G,2,CPM,AnnOneida,0.0008340502686000295,53953602,0,0.009684888475348421
205,False,G,2,CPM,EastmanPavlov,0.0008340502686000295,83762314,1,0.00928647013790331
206,False,G,2,CPM,CarbondaleHanlon,0.0008340502686000295,80421905,2,0.006649642075374446
207,False,G,2,CPM,PurcellMimi,0.0008340502686000295,3237391,3,0.011149670873794372
208,False,G,2,CPM,RussiaDarry,0.0013912797011035628,43551386,0,0.011354075524789597
209,False,G,2,CPM,PericleanBergland,0.0013912797011035628,46684547,1,0.010227025636774323
210,False,G,2,CPM,AfghanistanTektronix,0.0013912797011035628,91689640,2,0.010097563416143832
211,False,G,2,CPM,AchillesHollingsworth,0.0013912797011035628,99720449,3,0.01620637181538079
212,False,G,2,CPM,GrossmanBritain,0.002320794416806388,63527049,0,0.014569624697622132
213,False,G,2,CPM,OlivierEvanston,0.002320794416806388,94503613,1,0.015073113396972917
214,False,G,2,CPM,SyriaMullen,0.002320794416806388,92282557,2,0.016736059089881284
215,False,G,2,CPM,NixonLahore,0.002320794416806388,87961152,3,0.12058406377268364
216,False,G,2,CPM,MacedoniaGuatemala,0.0038713184134056343,12209246,0,0.019625645066820678
217,False,G,2,CPM,TahitiMogadiscio,0.0038713184134056343,43317529,1,0.021798345883793657
218,False,G,2,CPM,AgricolaNovak,0.0038713184134056343,77256906,2,0.28334173176270633
219,False,G,2,CPM,LeningradHadrian,0.0038713184134056343,96540840,3,0.22212981206834456
220,False,G,2,CPM,AlcmenaArrhenius,0.006457748325074419,41942364,0,0.026797029127247848
221,False,G,2,CPM,McCartyBernadine,0.006457748325074419,20936425,1,0.2497306995641994
222,False,G,2,CPM,HoaglandTulsa,0.006457748325074419,90151274,2,0.33903613874054495
223,False,G,2,CPM,ChileGalatia,0.006457748325074419,21655986,3,0.47996349266762034
224,False,G,2,CPM,DieboldRudolf,0.010772173450159416,78243696,0,0.309302162263416
225,False,G,2,CPM,OphiucusMexico,0.010772173450159416,51401876,1,0.44262940726755223
226,False,G,2,CPM,MavisSpencer,0.010772173450159416,59166675,2,0.45858876788572467
227,False,G,2,CPM,RockiesMarcy,0.010772173450159416,87859243,3,0.4802615219872632
228,False,G,2,CPM,GandhiGoethe,0.017969068319023125,51082873,0,0.33741022880519755
229,False,G,2,CPM,ParamusAlden,0.017969068319023125,79175670,1,0.4721999503081436
230,False,G,2,CPM,WaringParthia,0.017969068319023125,65861806,2,0.4581108657891976
231,False,G,2,CPM,BrusselsSperry,0.017969068319023125,39054439,3,0.46636778840671034
232,False,G,2,CPM,ThorsteinWyandotte,0.02997421251594704,87679751,0,0.44266941873903504
233,False,G,2,CPM,NairobiTuscany,0.02997421251594704,43213988,1,0.4452931308955934
234,False,G,2,CPM,AmtrakAdolph,0.02997421251594704,67675395,2,0.4550078410621223
235,False,G,2,CPM,CuzcoDiebold,0.02997421251594704,37666697,3,0.44241181276716957
236,False,G,2,CPM,PomonaGoa,0.049999999999999996,40326668,0,0.4422641583325472
237,False,G,2,CPM,MiraDorothea,0.049999999999999996,47393742,1,0.4160280723367598
238,False,G,2,CPM,TrumbullRoxbury,0.049999999999999996,83628998,2,0.4140480885840302
239,False,G,2,CPM,ReidShakespearean,0.049999999999999996,75941915,3,0.41871867501430377
240,True,G,2,CPM,LillianNoreen,0.0004999999999999999,25244450,0,0.0047602335978630525
241,True,G,2,CPM,SanhedrinPolyphemus,0.0004999999999999999,54216756,1,0.008404915960111772
242,True,G,2,CPM,LoganCosgrove,0.0004999999999999999,40150158,2,0.005120477264989841
243,True,G,2,CPM,MonmouthLiggett,0.0004999999999999999,66121719,3,0.003997485886079758
244,True,G,2,CPM,VolterraBernard,0.0008340502686000295,60962838,0,0.011279652104836163
245,True,G,2,CPM,FontainebleauButterfield,0.0008340502686000295,68733807,1,0.008581003309484869
246,True,G,2,CPM,DoraMichel,0.0008340502686000295,14018217,2,0.007110220299236583
247,True,G,2,CPM,CorpHaugen,0.0008340502686000295,85751426,3,0.005820155469541089
248,True,G,2,CPM,KiewitGaston,0.0013912797011035628,18022715,0,0.012281989295490146
249,True,G,2,CPM,PeteMarie,0.0013912797011035628,81482897,1,0.010227025636774323
250,True,G,2,CPM,RitchieEpiscopalian,0.0013912797011035628,23154104,2,0.009844684335438766
251,True,G,2,CPM,TriassicFaustian,0.0013912797011035628,11526702,3,0.01984424337412283
252,True,G,2,CPM,SidneyAphrodite,0.002320794416806388,6417815,0,0.013245426115052682
253,True,G,2,CPM,JenniferSamuel,0.002320794416806388,963784,1,0.015073113396972917
254,True,G,2,CPM,GalwayRichard,0.002320794416806388,7910416,2,0.016736059089881284
255,True,G,2,CPM,PhilippineSwenson,0.002320794416806388,2982697,3,0.09997355443711269
256,True,G,2,CPM,ChandigarhJesus,0.0038713184134056343,93997783,0,0.019625645066820678
257,True,G,2,CPM,SelkirkDanubian,0.0038713184134056343,75561114,1,0.021798345883793657
258,True,G,2,CPM,CeciliaIcelandic,0.0038713184134056343,24251671,2,0.28334173176270633
259,True,G,2,CPM,PrincipiaHadrian,0.0038713184134056343,91998581,3,0.32588134256416595
260,True,G,2,CPM,BaudelaireEleazar,0.006457748325074419,68469263,0,0.026797029127247848
261,True,G,2,CPM,WarwickTed,0.006457748325074419,44592789,1,0.2497306995641994
262,True,G,2,CPM,ShepardConnecticut,0.006457748325074419,60737965,2,0.33903613874054495
263,True,G,2,CPM,LehmanWatanabe,0.006457748325074419,64056422,3,0.48325194628671025
264,True,G,2,CPM,JarvinBela,0.010772173450159416,46191637,0,0.28160466442192383
265,True,G,2,CPM,PlutarchLucretia,0.010772173450159416,65781793,1,0.3494786631023415
266,True,G,2,CPM,ShawneeBakersfield,0.010772173450159416,17159267,2,0.45858876788572467
267,True,G,2,CPM,BorneoHurd,0.010772173450159416,47123796,3,0.48554537944804566
268,True,G,2,CPM,StarkeyJane,0.017969068319023125,83129751,0,0.43910121889762194
269,True,G,2,CPM,DawsonGabrielle,0.017969068319023125,53568622,1,0.4721999503081436
270,True,G,2,CPM,GhanaVietnam,0.017969068319023125,97937007,2,0.4774468817695968
271,True,G,2,CPM,HuffmanDee,0.017969068319023125,73026459,3,0.46636778840671034
272,True,G,2,CPM,TuringHamilton,0.02997421251594704,26079005,0,0.44266941873903504
273,True,G,2,CPM,CulbertsonGuenther,0.02997421251594704,51451740,1,0.4519416651204665
274,True,G,2,CPM,FormosaCyprian,0.02997421251594704,34363094,2,0.44931608535983714
275,True,G,2,CPM,VogelBarcelona,0.02997421251594704,88747655,3,0.44606676794703193
276,True,G,2,CPM,ShermanDelia,0.049999999999999996,43771601,0,0.4481028610205935
277,True,G,2,CPM,BechtelOrono,0.049999999999999996,58995450,1,0.4160280723367598
278,True,G,2,CPM,JacobeanMartha,0.049999999999999996,46454200,2,0.41898017909415325
279,True,G,2,CPM,ZealandHellespont,0.049999999999999996,79857069,3,0.4212373983917305
280,False,G,2,CPM,GrosvenorLloyd,0.0004999999999999999,95007247,0,0.0047162604336939236
281,False,G,2,CPM,CambrianArkansas,0.0004999999999999999,72841106,1,0.00840462850626426
282,False,G,2,CPM,DuttonCorinthian,0.0004999999999999999,68997580,2,0.005120477264989841
283,False,G,2,CPM,AsuncionDerbyshire,0.0004999999999999999,83960664,3,0.003997485886079758
284,False,G,2,CPM,AntarcticaMaurice,0.0008340502686000295,31034438,0,0.01008932701118343
285,False,G,2,CPM,LetheNiamey,0.0008340502686000295,4117658,1,0.008581003309484869
286,False,G,2,CPM,MacedonPerkins,0.0008340502686000295,17134677,2,0.007110220299236583
287,False,G,2,CPM,JunoFarmington,0.0008340502686000295,86226515,3,0.005751898847512163
288,False,G,2,CPM,VernaBaylor,0.0013912797011035628,33397845,0,0.011201510814925961
289,False,G,2,CPM,RochesterGoldwater,0.0013912797011035628,43051842,1,0.01040726454084206
290,False,G,2,CPM,YaltaAdriatic,0.0013912797011035628,42832343,2,0.0077395164258428325
291,False,G,2,CPM,NegroesColeridge,0.0013912797011035628,60961607,3,0.011264816264993243
292,False,G,2,CPM,HildebrandSkippy,0.002320794416806388,60012158,0,0.014676992384654553
293,False,G,2,CPM,HolmanLaramie,0.002320794416806388,59737671,1,0.015087835307371844
294,False,G,2,CPM,WendellLorelei,0.002320794416806388,98236933,2,0.016736059089881284
295,False,G,2,CPM,GoodyearKong,0.002320794416806388,18265212,3,0.12144555371727056
296,False,G,2,CPM,MuscatOsgood,0.0038713184134056343,86364202,0,0.02132761850746649
297,False,G,2,CPM,ChippendaleJorgensen,0.0038713184134056343,25554048,1,0.08565042159174795
298,False,G,2,CPM,LomeRangoon,0.0038713184134056343,7145375,2,0.29518738134155453
299,False,G,2,CPM,HippocratesWeyerhauser,0.0038713184134056343,34254100,3,0.32588134256416595
300,False,G,2,CPM,AliceVenetian,0.006457748325074419,62366709,0,0.02999597323933014
301,False,G,2,CPM,DoddAbe,0.006457748325074419,52923927,1,0.1798341977626404
302,False,G,2,CPM,AdonisTutenkhamon,0.006457748325074419,66905491,2,0.39737062601603246
303,False,G,2,CPM,EdmondsAnnette,0.006457748325074419,26580724,3,0.4193162513724811
304,False,G,2,CPM,O'BrienTass,0.010772173450159416,761054,0,0.3503362739201628
