,brain_neurons,left,right,dSEZ,dVNC,RG,APL,sink,preliminary_LN,partially_differentiated,unsplittable,pLN,cLN,CN,CN2,CX,FAN,FB2N,FBN,FFN,KC_subclass_1claw,KC_subclass_2claw,KC_subclass_3claw,KC_subclass_4claw,KC_subclass_5claw,KC_subclass_6claw,KC,keystone,LHN,LHN2,LON,MBIN,MBON,motor_subclass_AN,motor_subclass_MN,motor_subclass_PaN,motor_subclass_VAN,motor,mPN,dUnk,sens_subclass_AN,sens_subclass_MN,sens_subclass_ORN,sens_subclass_PaN,sens_subclass_photoRh5,sens_subclass_photoRh6,sens_subclass_thermo,sens_subclass_vtd,sens,tPN,uPN,vPN,RG_subclass_CA-LP,MBIN_subclass_DAN,RG_subclass_IPC,RG_subclass_ITP,mPN_subclass_multi,MBIN_subclass_OAN,mPN_subclass_olfactory,bLN,broad_LN_subclass_Duet,broad_LN_subclass_Trio,MBON_subclass_appetitive,MBON_subclass_aversive,MBON_subclass_neither,class1,all_class1,n_class1,all_class2,n_class2,hemisphere,Pair,Pair ID,merge_class,lineage,dendrite_input,axon_input,class2,In edgesum,Out edgesum,Total edgesum,In degree,Out degree,Total degree,pair_td,Original index,inds
9207332,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,LHN,['LHN'],1,[],0,L,8305958,322,LHN,DPLl,82.0,16.0,,84.0,104.0,188.0,36,25,61,71.5,883,522
18058793,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,dVNC,['dVNC'],1,[],0,L,14588375,1018,dVNC,unk,76.0,34.0,,72.0,27.0,99.0,33,8,41,40.5,2186,870
11719626,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unk,[],0,[],0,L,20278329,512,unk,BLP12,102.0,22.0,,42.0,115.0,157.0,13,45,58,61.0,1212,640
20981306,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unk,[],0,[],0,L,10663559,1135,unk,BLAv12at,16.0,7.0,,11.0,41.0,52.0,10,21,31,29.5,2307,993
10355356,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unk,[],0,[],0,L,5898284,1128,unk,CM13_med,39.0,19.0,,46.0,68.0,114.0,18,25,43,48.5,1025,781
5291791,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,pLN,['pLN'],1,[],0,L,8199671,131,pLN,BAla12,236.0,89.0,,282.0,403.0,685.0,36,56,92,95.0,390,314
15669682,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unk,[],0,[],0,L,17658672,716,unk,BLVp1,35.0,13.0,,10.0,37.0,47.0,7,19,26,31.5,1604,972
7025064,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CX,['CX'],1,[],0,L,8161142,194,CX,DALcm12-v,75.0,27.0,,96.0,51.0,147.0,33,23,56,61.5,557,636
8338584,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,MBON,['MBON'],1,['MBON_subclass_aversive'],1,L,4195012,271,MBON-av,DALv23,477.0,0.0,av,226.0,256.0,482.0,46,76,122,124.0,742,142
18088813,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unk,[],0,[],0,L,17660233,1022,unk,CM4-vm,8.0,11.0,,13.0,31.0,44.0,7,21,28,30.0,2191,986
17087885,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,dSEZ,['dSEZ'],1,[],0,L,17324711,881,dSEZ,DPMm1,95.0,36.0,,97.0,32.0,129.0,43,12,55,60.5,1903,651
9235545,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unk,[],0,[],0,L,17435815,323,unk,ni-neurons MB,70.0,20.0,,82.0,118.0,200.0,37,32,69,64.0,886,609
13380660,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,dSEZ,['dSEZ'],1,[],0,L,14517691,597,dSEZ,BAmas12_ven,194.0,17.0,,81.0,42.0,123.0,25,21,46,43.0,1355,839
7005184,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,dVNC,['dVNC'],1,[],0,L,7569260,193,dVNC,CPf,49.0,42.0,,40.0,13.0,53.0,19,6,25,34.5,555,945
16468935,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unk,[],0,[],0,L,10781924,786,unk,TRdl post,77.0,81.0,,111.0,152.0,263.0,46,80,126,153.0,1746,62
20139548,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,dSEZ;dVNC,['dSEZ' 'dVNC'],2,[],0,L,17380345,1069,dSEZ;dVNC,CM4-dm,81.0,28.0,,36.0,29.0,65.0,18,10,28,29.0,2284,1001
9447255,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,LHN,['LHN'],1,[],0,L,16295025,344,LHN,unk,128.0,26.0,,125.0,202.0,327.0,47,68,115,112.5,916,196
3061422,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unk,[],0,[],0,L,3272218,31,unk,DALv1,80.0,21.0,,78.0,135.0,213.0,29,64,93,100.5,97,272
17015609,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unk,[],0,[],0,L,8790590,1174,unk,unk,51.0,6.0,,2.0,5.0,7.0,2,1,3,3.0,1887,1153
5186443,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unk,[],0,[],0,L,4346154,128,unk,DALcm12-v,57.0,30.0,,79.0,68.0,147.0,35,32,67,69.0,387,550
5091874,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,FB2N,['FB2N' 'LHN2'],2,[],0,L,9287906,125,FB2N,DPLm1,204.0,85.0,,253.0,268.0,521.0,84,62,146,155.5,379,56
12832017,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unk,[],0,[],0,L,19091931,580,unk,CM13at,68.0,16.0,,75.0,148.0,223.0,38,55,93,88.5,1311,362
8349454,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unk,[],0,[],0,L,1591351,1177,unk,unk,466.0,142.0,,162.0,285.0,447.0,54,65,119,109.5,748,216
9971209,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,LHN2,['LHN2'],1,[],0,L,8812078,374,LHN2,BLD5/6,58.0,17.0,,56.0,70.0,126.0,31,22,53,49.5,985,774
10100020,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unk,[],0,[],0,L,1868538,381,unk,CPd,114.0,29.0,,106.0,120.0,226.0,42,47,89,94.5,993,318
18149325,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unk,[],0,[],0,L,14757050,1026,unk,DALv1,69.0,9.0,,68.0,51.0,119.0,19,18,37,42.0,2198,849
7187384,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,KC,['KC'],1,['KC_subclass_4claw'],1,L,3664102,208,KC-4claw,MBNB C ,51.0,232.0,4claw,217.0,507.0,724.0,45,79,124,117.5,572,175
17352824,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unk,[],0,[],0,L,13137623,919,unk,DPlal1-3at,17.0,19.0,,14.0,35.0,49.0,11,14,25,25.0,1973,1028
17340955,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CX,['CX'],1,[],0,L,15605297,918,CX,DALcl12-v,116.0,51.0,,147.0,166.0,313.0,47,74,121,108.0,1969,228
10345590,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unk,[],0,[],0,L,15048530,396,unk,BLAl,95.0,28.0,,100.0,157.0,257.0,54,39,93,89.5,1023,354
18500915,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unk,[],0,[],0,L,16846902,1033,unk,BLVa12,31.0,41.0,,58.0,87.0,145.0,37,51,88,91.5,2217,338
1679034,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unk,[],0,[],0,L,14374534,4,unk,BAlp_ant,16.0,11.0,,20.0,78.0,98.0,17,33,50,61.0,14,650
17813499,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CX,['CX'],1,[],0,L,10785260,1007,CX,DALcl12-v,44.0,16.0,,58.0,84.0,142.0,35,31,66,73.0,2151,508
